	sentences	label
684	Daarin kwam een gedicht voor, dat ik zeker allerschandelykst zou gevonden hebben, als ik 't uitgelezen	droogstoppel
685	En dit was nog niet alles!	droogstoppel
686	Ik vond, om van de verzen niet te spreken--	droogstoppel
687	er waren er in velerlei talen--een aantal bundeltjes waaraan het opschrift ontbrak, romancen in het maleisch[6] krygszangen in het javaansch, en wat niet al!	droogstoppel
688	Ook vond ik brieven, waarvan velen in talen die ik niet verstond.	droogstoppel
689	Sommigen waren aan hem geschreven, of liever het waren slechts afschriften, doch hy scheen daarmee zeker plan te hebben, want alles was door andere personen geteekend voor:	droogstoppel
690	_gelykluidend met het oorspronkelyke_.	droogstoppel
691	Dan vond ik nog uittreksels uit dagboeken, aanteekeningen en losse gedachten ...	droogstoppel
692	sommigen werkelyk heel los.	droogstoppel
693	Ik had, zooals ik reeds zeide, eenige stukken ter-zy gelegd, omdat ze my toeschenen in myn vak	droogstoppel
694	te komen, en voor myn vak leef ik.	droogstoppel
695	Maar ik moet erkennen dat ik met de rest verlegen was.	droogstoppel
696	Hem het pak terugzenden, kon ik niet, want ik wist niet waar hy woonde.	droogstoppel
697	Het was nu eenmaal open.	droogstoppel
698	Ik kon niet loochenen dat ik 't had ingezien, en dit zou ik ook niet gedaan hebben, omdat ik zoo van de waarheid houd.	droogstoppel
699	Ook gelukte 't me niet het weer zóó te sluiten dat er van 't openen niets blyken kon.	droogstoppel
700	Bovendien mag ik niet ontveinzen dat eenige stukken die over koffi handelden, my belang inboezemden, en dat ik gaarne daarvan gebruik maken zou.	droogstoppel
701	Ik las dagelyks hier-en-daar eenige bladzyden, en ik kwam hoe langer hoe meer--Frits zegt:	droogstoppel
702	"""_hoe langs zoo meer_"" maar dit doe ik"	droogstoppel
703	_ meer, zeg ik, tot de overtuiging dat men makelaar in koffi moet wezen, om zóó juist te weten te komen wat er in de wereld omgaat.	droogstoppel
704	Ik ben overtuigd dat de Rosemeyers, die in suiker doen, nooit zoo-iets onder de oogen hebben gehad.	droogstoppel
705	Nu vreesde ik dat die Sjaalman op-eens weer voor me zou staan, en dat hy me weer iets te zeggen hebben zou.	droogstoppel
706	Het begon me nu te spyten dat ik dien avend de Kapelsteeg was ingegaan, en ik zag in, dat men nooit den fatsoenlyken weg verlaten moet.	droogstoppel
707	Natuurlyk had hy my om geld gevraagd, en van zyn pak gesproken.	droogstoppel
708	Ik had hem misschien iets gegeven, en als hy my dan den volgenden dag die massa schryvery had toegezonden, ware het myn wettig eigendom geweest.[8]	droogstoppel
709	Ik zou dan de tarwe hebben kunnen scheiden van het kaf, ik had er de nummers uitgehouden, die ik noodig had voor myn boek, en de rest verbrand, of in de papiermand geworpen, hetgeen ik nu niet doen kon.	droogstoppel
710	Want als hy terugkwam, zou ik het moeten leveren, en hy, ziende dat ik belang stelde in een paar stukken van zyn hand, zou zeker te veel daarvoor vorderen.	droogstoppel
711	Niets geeft den verkooper meer overwicht, dan de ontdekking dat de kooper om zyn waar verlegen is.	droogstoppel
712	Zulk een pozitie wordt dan ook door een koopman die zyn vak verstaat, zooveel mogelyk vermeden.	droogstoppel
713	Een ander denkbeeld--ik sprak er reeds van--dat bewyzen moge hoe ontvankelyk	droogstoppel
714	het bezoeken van de beurs iemand laten kan voor menschlievende indrukken, was dit.	droogstoppel
715	Bastiaans--dit is de derde bediende die zoo oud en stuntelig wordt--was den laatsten tyd, van de dertig dagen zeker geen vyf-en-twintig binnen geweest, en àls hy aan 't kantoor komt, doet hy nog dikwyls	droogstoppel
716	zyn werk slecht.	droogstoppel
717	Als eerlyk man ben ik tegenover de firma--_Last & Co_, sedert de Meyers er uit zyn--verplicht te zorgen dat ieder zyn werk doe, en ik mag niet uit verkeerd begrepen medelyden of overgevoeligheid, het geld van de firma wegwerpen.	droogstoppel
718	Zóó is myn principe.	droogstoppel
719	Ik geef liever dien Bastiaans uit myn eigen zak een driegulden, dan dat ik voortga hem de zevenhonderd gulden 's jaars uittebetalen die hy niet meer verdient.	droogstoppel
720	Ik heb uitgerekend dat die man sedert vier-en-dertig jaren, aan inkomen--zoo van _	droogstoppel
721	Last & Co_, als vroeger van _	droogstoppel
722	Last & Meyer_, maar de Meyers zyn er uit--de som van byna vyftien duizend gulden genoten heeft, en dit is voor een burgerman een aardig sommetje.	droogstoppel
723	Er zyn er weinig in dien stand, die zooveel bezitten.	droogstoppel
724	Recht tot klagen heeft hy dus niet.	droogstoppel
725	Ik ben op deze berekening gekomen door dat stuk van Sjaalman over de multiplikatie.	droogstoppel
726	Die Sjaalman schryft een goede hand, dacht ik.	droogstoppel
727	Bovendien, hy zag er armoedig uit, en wist niet hoe laat het was ...	droogstoppel
728	hoe zou 't wezen, dacht ik, als ik hem de plaats van Bastiaans gaf?	droogstoppel
729	"Ik zou hem in dat geval zeggen dat hy my ""m'nheer"" moest noemen, maar dit zou hyzelf wel begrypen, want een bediende kan toch zyn patroon niet by den naam aanspreken, en hy ware misschien voor zyn leven geholpen."	droogstoppel
730	Hy zou kunnen beginnen met vier- of vyfhonderd gulden--onze Bastiaans heeft ook lang gewerkt voor hy tot zevenhonderd opklom--en ik had een goede daad gedaan.	droogstoppel
731	Ja, met driehonderd gulden zou hy wel kunnen beginnen, want daar hy nooit in zaken geweest is, zou hy de eerste jaren als leertyd kunnen beschouwen, wat dan ook billyk is	droogstoppel
732	, want hy kan zich niet gelyk-stellen met menschen die veel gewerkt hebben.	droogstoppel
733	Ik ben zeker dat hy met tweehonderd gulden tevreden zou zyn.	droogstoppel
734	Maar ik was niet gerust over zyn gedrag ...	droogstoppel
735	hy had een sjaal om.	droogstoppel
736	En bovendien, ik wist niet waar hy woonde.	droogstoppel
737	Een paar dagen daarna, waren de jonge Stern en Frits te zamen op een boekverkooping geweest in _het Wapen van Bern_.[9	droogstoppel
738	Ik had Frits verboden iets te koopen, maar Stern, die ruim zakgeld heeft, kwam met eenige prullen t'huis.	droogstoppel
739	Dit is zyn zaak.	droogstoppel
740	Doch zie, daar vertelde Frits dat hy Sjaalman gezien had, die by de verkooping geëmploieerd scheen.	droogstoppel
741	Hy had de boeken uit de kasten genomen, en die op de lange tafel voortgeschoven naar den afslager.	droogstoppel
742	Frits zei dat hy zeer bleek zag, en dat een heer die daar het opzicht scheen te hebben, hem bekeven had, omdat hy een paar jaargangen van de _Aglaia_ had laten vallen, wat ik dan ook zeer onhandig vind, want dit is een allerliefste verzameling van dames handwerken.	droogstoppel
743	Marie heeft het samen met de Rosemeyers, die in suiker doen.	droogstoppel
744	Ze knoopt er uit ... uit de _Aglaia_ meen ik.	droogstoppel
745	Maar onder dat kyven had Frits gehoord dat hy vyftien stuivers daags verdiende.	droogstoppel
746	"""Denk je dat ik van plan ben vyftien stuivers daags aan jou weg te gooien?"" had die heer gezegd."	droogstoppel
747	Ik rekende uit, dat vyftien stuivers daags--ik denk dat de zon-en feestdagen niet meetellen, anders had hy een maand of jaargeld genoemd--tweehonderd vyf-en-twintig gulden 's jaars uitmaken.	droogstoppel
748	Ik ben snel in myn besluiten--als men zoo lang in zaken is, weet men altyd terstond wat men te doen heeft--en den volgenden morgen vroeg was ik by	droogstoppel
749	Zoo heet de boekhandelaar die de verkooping gehouden had.	droogstoppel
750	Ik vroeg naar den man die de _Aglaia_ had laten vallen.	droogstoppel
751	 --Die heeft zyn congé, zei Gaafzuiger.	droogstoppel
752	Hy was lui, pedant en ziekelyk.	droogstoppel
753	Ik kocht een doosjen ouwels, en besloot terstond het met onzen	droogstoppel
754	Bastiaans nog wat aantezien.	droogstoppel
755	Ik kon er niet toe besluiten, een oud man zoo op-straat te zetten.	droogstoppel
756	Streng, maar, waar het wezen kan, zachtmoedig, is altyd myn principe geweest.	droogstoppel
757	Ik verzuim echter nooit, iets te vernemen wat te-pas kan komen in de zaken, en daarom vroeg ik aan Gaafzuiger waar die Sjaalman woonde?	droogstoppel
758	Hy gaf my 't adres, en ik schreef het op.	droogstoppel
759	Ik peinsde gedurig over myn boek, maar daar ik van waarheid houd, moet ik ronduit zeggen dat ik niet wist, hoe ik 't daarmee zou aanleggen.	droogstoppel
760	Eén ding staat vast:	droogstoppel
761	de bouwstoffen die ik in Sjaalman's pak gevonden had, waren belangryk voor de makelaars in koffi.	droogstoppel
762	De vraag was maar, hoe ik handelen moest om die bouwstoffen behoorlyk te schiften en by-een te brengen.	droogstoppel
763	Ieder makelaar weet van hoeveel gewicht een goede sorteering der kavelingen is.	droogstoppel
764	Maar ... schryven--buiten de korrespondentie met de principalen--ligt zoo niet in myn kring, en toch voelde ik dat ik schryven moest, omdat misschien de toekomst van 't vak er van afhangt.	droogstoppel
765	De inlichtingen die ik in de bundels van Sjaalman vond, zyn niet van dien aard, dat _	droogstoppel
766	_ het nut daarvan voor zich alleen kunnen houden.	droogstoppel
767	Als dit zoo ware, begrypt ieder dat ik niet de moeite zou nemen	droogstoppel
768	een boek te laten drukken dat Busselinck & Waterman ook te lezen krygen, want wie een konkurrent op den weg helpt, is een gek.	droogstoppel
769	Dit is een vast principe van me. Neen, ik zag in dat er een gevaar dreigt, dat de heele koffimarkt bederven zou, een gevaar dat alleen door de vereende krachten van alle makelaars kan worden afgeweerd, en zelfs is 't mogelyk dat deze krachten daartoe niet eens voldoende zyn, en dat ook de suikerraffinadeurs--Frits zegt:	droogstoppel
770	_raffineurs_, maar ik schryf _nadeurs_.	droogstoppel
771	Dit doen de Rosemeyers ook, en die _doen_ in suiker.	droogstoppel
772	Ik weet wel dat men zegt:	droogstoppel
773	_geraffineerde_ schelm, en niet:	droogstoppel
774	_geraffinadeerde_ schelm, maar dit is omdat ieder die met schelmen te doen heeft, zich zoo kort mogelyk van de zaak afhelpt--dat ook de raffinadeurs dan, en de handelaren in indigo er by noodig zullen wezen.	droogstoppel
775	Als ik zoo al schryvende nadenk, komt het me voor, dat zelfs de scheepsreederyen er eenigszins in betrokken zyn, en de koopvaardyvloot ...	droogstoppel
776	zeker, dit is waar!	droogstoppel
777	En de zeilenmakers ook, en de minister van finantien, en de armbesturen, en de andere ministers, en de pasteibakkers, en de galanteriekramers, en de vrouwen, en de scheepsbouwmeesters, en de groothandelaars, en die in 't klein verkoopen, en de huisbewaarders, en de tuinluî.	droogstoppel
778	En--zonderling toch, hoe de gedachten onder 't schryven in iemand opkomen --myn boek gaat ook de molenaars aan, en de dominees, en hen die Holloway- pillen verkoopen, en de likeurstokers, en de pannenbakkers, en de menschen die van staatsschuld leven, en de pompenmakers, en de touwslagers, en de wevers, en de slachters, en de klerken op een makelaarskantoor, en de aandeelhouders van de Nederlandsche Handelmaatschappy, en eigenlyk, wel beschouwd, alle anderen ook.	droogstoppel
779	En den koning ook ... ja, den Koning vooral!	droogstoppel
780	moet_ de wereld in.	droogstoppel
781	Hiertegen is niets te doen!	droogstoppel
782	Laat dan Busselinck & Waterman het ook te lezen krygen ... afgunst is myn zaak niet.	droogstoppel
783	Maar knoeiers en onderkruipers zyn ze, dit zeg _ik_!	droogstoppel
784	Ik heb 't vandaag nog aan den jongen Stern gezegd, toen ik hem in _Artis_ introduceerde.	droogstoppel
785	Hy mag 't gerust schryven aan zyn vader.	droogstoppel
786	Zoo zat ik dan voor een paar dagen nog vreeselyk in den brand met myn boek, en zie, Frits heeft my op den weg geholpen.	droogstoppel
787	Ik heb dit hemzelf niet gezegd, omdat ik niet goed vind, iemand te laten merken dat men verplichting aan hem heeft--dit is een principe van me--maar wáár is het.	droogstoppel
788	Hy zei dat Stern zoo'n knappe jongen was, dat hy zulke snelle vorderingen in de taal maakte, en dat hy duitsche verzen van Sjaalman in 't hollandsch vertaald had.	droogstoppel
789	Ge ziet, de verkeerde wereld was in myn huis:	droogstoppel
790	_ had in 't duitsch geschreven, en de _Duitscher_ vertaalde in 't hollandsch.	droogstoppel
791	Als ieder zich by zyn eigen taal had gehouden, zou er moeite gespaard zyn.	droogstoppel
792	Maar, dacht ik, als ik myn boek door dien Stern schryven liet?	droogstoppel
793	Als ik er wat by te voegen heb, schryf ikzelf van-tyd tot-tyd een hoofdstuk.	droogstoppel
794	Frits kan ook helpen.	droogstoppel
795	Hy heeft een lystje van woorden die met twee _e_'s geschreven worden, en Marie kan alles in 't net schryven.	droogstoppel
796	Dit is met-één voor den lezer een waarborg tegen alle onzedelykheid.	droogstoppel
797	Want dit begrypt ge toch, dat een fatsoenlyk makelaar aan zyn dochter niets in handen geven zal, wat niet strookt met zeden en fatsoen.	droogstoppel
798	Ik heb toen de beide jongens over myn plan gesproken, en ze vonden het goed.	droogstoppel
799	Alleen scheen Stern, die een tint van letterkunde over zich heeft--zooals veel Duitschers--stem te willen hebben in de wyze van uitvoering.	droogstoppel
800	Dit beviel me nu wel niet zeer, maar omdat de voorjaarsveiling op-hand is, en ik van Ludwig Stern nog geen orders heb, wilde ik hem niet te sterk kontrarieeren.	droogstoppel
801	Hy zei dat:	droogstoppel
802	"""als de borst hem gloeide van gevoel voor het ware en schoone, geen macht ter-wereld hem beletten kon de tonen aanteslaan, die met zulk een gevoel overeenstemmen, en dat hy veel liever zweeg, dan zyn woorden omklemd te zien door de onteerende kluisters der alledaagsheid.""--Frits zegt:"	droogstoppel
803	_scheid_, maar dit doe ik niet.	droogstoppel
804	't Woord is lang genoeg zoo.--Ik vond dit nu wel heel gek van Stern, maar myn vak gaat me vóór alles, en de Oude is een goed huis.	droogstoppel
805	We stelden dus vast:	droogstoppel
806	Dat hy alle weken een paar hoofdstukken zou leveren voor myn boek.	droogstoppel
807	Dat ik in zyn geschryf niets zou veranderen.	droogstoppel
808	Dat Frits de taalfouten verbeteren zou.	droogstoppel
809	Dat ik nu-en-dan een hoofdstuk schryven zou, om aan 't boek een soliede voorkomen te geven.	droogstoppel
810	Dat de titel zou wezen:	droogstoppel
811	_de koffiveilingen der Nederlandsche Handelmaatschappy_.	droogstoppel
812	Dat Marie het net afschrift zou maken voor den druk, maar dat men geduld met haar hebben zou, als de wasch kwam.	droogstoppel
813	Dat de afgewerkte hoofdstukken elke week op den krans zouden worden voorgelezen.	droogstoppel
814	Dat alle onzedelykheid zou worden vermeden.	droogstoppel
815	Dat myn naam niet op den titel zou staan, omdat ik makelaar ben.	droogstoppel
816	Dat Stern een _duitsche_, een _fransche_, en een _engelsche_ vertaling van myn boek zou mogen uitgeven, omdat--zoo beweerde hy--zulke werken beter in 't buitenland worden begrepen dan by ons.	droogstoppel
817	(_Hierop drong, Stern zeer sterk aan_)	droogstoppel
818	Dat ik Sjaalman een riem papier, een gros pennen, en een kruikjen inkt zenden zou.	droogstoppel
819	Ik nam met alles genoegen, want er was groote haast by myn boek.	droogstoppel
820	Stern had den volgenden dag zyn eerste hoofdstuk gereed, en ziedaar, lezer, de vraag beantwoord, hoe 't komt dat een makelaar in koffi--_Last & Co, Lauriergracht N° 37_--een boek schryft, dat op een roman gelykt.	droogstoppel
821	 Nauwelyks echter was Stern aan zyn werk begonnen, of hy stuitte op moeielykheden.	droogstoppel
822	Buiten de zwarigheid om uit zooveel bouwstoffen het noodige uittezoeken en te rangschikken, kwamen er gedurig in de handschriften woorden en uitdrukkingen voor, die hy niet begreep, en die ook mij vreemd waren.	droogstoppel
823	Het was meestal javaansch of maleisch.	droogstoppel
824	Ook waren hier-en-daar verkortingen aangebracht, die moeielyk te ontcyferen waren.	droogstoppel
825	Ik zag in, dat we Sjaalman noodig hadden, en daar ik het voor een jong mensch niet goed vind, dat hy verkeerde konnexien aanknoopt, wilde ik noch Stern noch Frits daarheen zenden.	droogstoppel
826	Ik nam suikergoed mee, dat overgebleven was van den laatsten	droogstoppel
827	krans-avend--want ik denk altyd aan alles--en ik zocht hem op.	droogstoppel
828	Schitterend was zyn verblyf niet, maar de gelykheid voor alle menschen, dus ook wat hun woningen aangaat, is een hersenschim.	droogstoppel
829	Hyzelf had dit gezegd in zyn verhandeling over de aanspraken op geluk.	droogstoppel
830	Bovendien, ik houd niet van menschen die altyd ontevreden zyn.	droogstoppel
831	Het was in de Lange-leidsche-dwarsstraat, op een achterkamer.	droogstoppel
832	In 't onderhuis woonde een uitdrager die allerlei dingen verkocht, kopjes, schotels, meubels, oude boeken, glaswerk, portretten van Van Speyk, en zoo al meer.	droogstoppel
833	Ik was zeer bang iets te breken, want in zoo'n geval vorderen de menschen altyd meer geld voor de zaken, dan ze waard zyn.	droogstoppel
834	Een klein meisje zat op de stoep, en kleedde haar pop aan.	droogstoppel
835	Ik vroeg of m'nheer	droogstoppel
836	Ze liep weg, en de moeder kwam.	droogstoppel
837	 --Ja, die woont hier, meneer.	droogstoppel
838	Gaat uwee maar de trap op, na 'et eerste pertaal, en dan de trap na 'et tweede pertaal, en dan nog 'en trap, en dan is uwee-d-er, want uwe komt er vanzelf.	droogstoppel
839	Myntje, ga 'es eefe segge datter 'en heer is.	droogstoppel
840	Wie kanse segge, dat er is, meneer?	droogstoppel
841	Ik zei dat ik m'nheer Droogstoppel was, makelaar in koffi, van de Lauriergracht, maar dat ik mezelf wel zou aandienen.	droogstoppel
842	Ik klom zoo hoog als gezegd was, en hoorde in het derde portaal een kinderstem zingen:	droogstoppel
843	_strakjes komt vader, die zoete papa_.	droogstoppel
844	Ik klopte, en de deur werd geopend door een vrouw of dame--ik weet zelf niet recht wat ik van haar maken moest.	droogstoppel
845	Ze zag zeer bleek.	droogstoppel
846	Haar trekken droegen sporen van vermoeidheid, en deden me denken aan myn vrouw als de wasch beredderd is.	droogstoppel
847	Ze was gekleed in een wit lang hemd, of jak zonder schoot, dat haar tot de knieën hing, en aan de voorzyde met een zwart speldje was vastgemaakt.	droogstoppel
848	In plaats van een behoorlyke japon of rok, droeg ze daaronder een stuk donker gebloemd lynwaad, dat eenige malen om het lyf gewikkeld scheen, en hare heupen en knieën vry nauw omsloot.	droogstoppel
849	Er was geen spoor van plooien, wydte of omvang, zooals dit by een vrouw toch behoort.	droogstoppel
850	Ik was bly dat ik Frits niet gezonden had, want haar kleeding kwam me zeer onkiesch voor, en het vreemde daarvan werd nog verhoogd door de losheid waarmee ze zich bewoog, als vond ze zich heel goed zoo.	droogstoppel
851	Het mensch scheen volstrekt niet te weten dat ze er niet uitzag als andere vrouwen.	droogstoppel
852	Ook kwam het me voor, dat ze volstrekt niet verlegen was over myn komst.	droogstoppel
853	Ze verborg niets onder de tafel, verschoof de stoelen niet, en deed niets van wat toch het gebruik is, als er een vreemdeling komt van een deftig voorkomen.	droogstoppel
854	Ze had, als een Chinesche, de haren achterover gekamd, en die achter het hoofd in een soort van strik of knoop saamgebonden.	droogstoppel
855	Later heb ik vernomen dat haar kleeding een soort van _indische dracht_ is, die ze daar-te-lande	droogstoppel
856	_sarong_ en _kabaai_ noemen, maar ik vond het heel leelyk.	droogstoppel
857	 --Is u juffrouw Sjaalman?	droogstoppel
858	 --Wien heb ik de eer te spreken?	droogstoppel
859	zeide zy, en wel op een toon waarin iets lag, alsof ook ik wat _eer_ had moeten brengen in myn vraag.	droogstoppel
860	Nu, van komplimenten houd ik niet.	droogstoppel
861	Met een principaal is dit wat anders, en ik ben te lang by de zaken, om myn wereld niet te kennen.	droogstoppel
862	Maar om daar veel omslag te verkoopen op een derde verdieping, vond ik niet noodig.	droogstoppel
863	Ik zei dus kort-af, dat ik m'nheer Droogstoppel was, makelaar in koffi, _Lauriergracht, N° 37_, en dat ik haar man spreken wilde.	droogstoppel
864	Wel ja, waarom zou ik omslag maken?	droogstoppel
865	Ze wees my een matten stoeltjen aan, en nam een klein meisje op den schoot, dat op den grond zat te spelen.	droogstoppel
866	De kleine jongen dien ik had hooren zingen, zag me strak aan, en bekeek me van 't hoofd tot de voeten.	droogstoppel
867	Die scheen ook volstrekt niet verlegen!	droogstoppel
868	Het was een knaapje van een jaar of zes, ook al vreemd gekleed.	droogstoppel
869	Zyn wyd broekje reikte ter-nauwernood tot de helft van de dy, en de beentjes waren bloot van daar tot aan den enkel.	droogstoppel
870	Heel indecent, vind ik.	droogstoppel
871	"""Kom je om papa te spreken?"" vroeg hy op-eens, en ik begreep terstond dat de opvoeding van dat knaapje veel te wenschen overliet, anders had hy: ""komt u"" gezegd."	droogstoppel
872	Maar omdat ik met myn houding verlegen was, en wel wat praten wilde, antwoordde ik:	droogstoppel
873	 --Ja, kereltje, ik kom om je papa te spreken.	droogstoppel
874	Zou hy spoedig komen, denk je?	droogstoppel
875	 --Dat weet ik niet.	droogstoppel
876	Hy is uit, en zoekt geld om een verfdoos voor me te koopen.	droogstoppel
877	(Frits zegt:	droogstoppel
878	_verwdoos_, maar dit doe ik niet.	droogstoppel
879	_ is _verf_, en geen _verw_.)	droogstoppel
880	 --Stil, myn jongen, zei de vrouw.	droogstoppel
881	Speel wat met je prenten of met de chinesche speeldoos.	droogstoppel
882	 --Je weet immers dat die m'nheer gister alles heeft meegenomen.	droogstoppel
883	Ook zyn moeder noemde hy:	droogstoppel
884	"_je_, en er scheen een ""heer"" geweest te zijn, die alles ""meegenomen had"" ..."	droogstoppel
885	een vroolyk bezoek!	droogstoppel
886	De vrouw scheen ook niet opgeruimd, want ter-sluik wischte zy haar oog af, terwyl zy 't kleine meisje by haar broertje bracht.	droogstoppel
887	"""Dáár, zeide zy, speel wat met Nonni."	droogstoppel
888	""" Een rare naam."	droogstoppel
889	En dit deed hy.	droogstoppel
890	 --Wel juffrouw, vroeg ik, verwacht u spoedig uw man?	droogstoppel
891	 --Ik kan 't niet bepalen, antwoordde zy.	droogstoppel
892	Daar liet op-eens de kleine jongen, die met zyn zusje _schuitjevaren_ gespeeld had, deze in den steek, en vroeg my:	droogstoppel
893	 --M'nheer, waarom zeg je tegen mama:	droogstoppel
894	_juffrouw_?	droogstoppel
895	--Hoe dan, kereltje, zei ik,	droogstoppel
896	wat moet ik dan zeggen?	droogstoppel
897	 --Wel ... zooals andere menschen!	droogstoppel
898	_ is beneden.	droogstoppel
899	Ze verkoopt schotels en priktollen.	droogstoppel
900	Nu ben ik makelaar in koffi--_Last & Co, Lauriergracht, N°	droogstoppel
901	37_--we zyn met ons dertienen op 't kantoor, en als ik Stern meereken, die geen salaris ontvangt, zyn er veertien.	droogstoppel
902	Welnu, _myn_ vrouw is:	droogstoppel
903	_juffrouw_, en moest ik nu tegen dàt mensch:	droogstoppel
904	_mevrouw_ zeggen?	droogstoppel
905	Dit ging toch niet!	droogstoppel
906	Ieder moet in zyn stand blyven, en wat meer is, gister hadden de deurwaarders den boel weggehaald.	droogstoppel
907	Ik vond myn:	droogstoppel
908	dus wèl, en bleef er by.	droogstoppel
909	Ik vroeg waarom Sjaalman zich niet by my had aangemeld om zyn pak terug te halen?	droogstoppel
910	Ze scheen er van te weten, en zei, dat zy op-reis waren geweest, en wel naar Brussel.	droogstoppel
911	Dat hy daar voor de _Indépendance_ gewerkt had, maar dat hy er niet had kunnen blyven, omdat zyn artikels oorzaak waren dat het blad aan de fransche grenzen zoo dikwyls werd afgewezen.	droogstoppel
912	Dat ze sedert eenige dagen in Amsterdam teruggekeerd waren, omdat Sjaalman hier een betrekking zou krygen ...	droogstoppel
913	 --Zeker by Gaafzuiger? vroeg ik.	droogstoppel
914	Ja, dat was het!	droogstoppel
915	Maar dit was tegengeloopen, zeide zy.	droogstoppel
916	Nu, hiervan wist ik meer dan zyzelf.	droogstoppel
917	Hy had de _Aglaia_ laten vallen, en was lui, pedant en ziekelyk ... precies, dáárom was hy weggejaagd.	droogstoppel
918	 --En, ging ze voort, dat hy zeker dezer dagen by my komen zou, en misschien wel juist naar my toe was, om antwoord te vragen op 't verzoek dat hy my gedaan had.	droogstoppel
919	Ik zei dat Sjaalman maar eens komen zou, maar dat hy niet moest schellen, want dit is zoo lastig voor de meid.	droogstoppel
920	Als hy wat wachtte, zei ik, zou de deur wel eens opengaan, als er iemand uit moest.	droogstoppel
921	En toen ging ik heen, en nam myn bruidsuikers weer mee, want, ronduit gezegd, het beviel me daar niet.	droogstoppel
922	Ik voelde me niet op myn gemak.	droogstoppel
923	Een makelaar is toch geen kruier, dunkt me, en ik beweer	droogstoppel
924	dat ik er fatsoenlyk uitzie.	droogstoppel
925	Ik had mijn jas met bont aan, en toch zat ze daar zoo eenvoudig, en praatte zoo kalm met haar kinderen, alsof ze alleen was.	droogstoppel
926	Bovendien ze scheen geschreid te hebben, en ontevreden menschen kan ik niet verdragen.	droogstoppel
927	Ook was 't er koud en ongezellig --zeker omdat de boel weggehaald was--en ik houd veel van gezelligheid in een kamer.	droogstoppel
928	Onder het naar-huis gaan besloot ik het met Bastiaans nog eens aantezien, omdat ik niet gaarne iemand op-straat zet.	droogstoppel
929	Nu volgt de eerste week van Stern.	droogstoppel
930	Het spreekt vanzelf dat er veel in voorkomt, dat my niet bevalt.	droogstoppel
931	Maar ik moet me houden aan artikel _twee_, en de Rosemeyers hebben 't goed gevonden.	droogstoppel
932	Ik geloof, dat ze Stern in de hoogte steken, omdat hy een oom heeft te Hamburg die in suiker doet.	droogstoppel
933	Sjaalman was er inderdaad geweest.	droogstoppel
934	Hy had Stern gesproken, en aan dezen eenige woorden en zaken uitgelegd, die hy niet begreep.	droogstoppel
935	Die Stern niet begreep, meen ik.	droogstoppel
936	Ik verzoek nu den lezer de volgende hoofdstukken doortebyten, dan beloof ik naderhand weer iets van meer solieden aard, van _my_, Batavus Droogstoppel, makelaar in koffi: _	droogstoppel
937	Last & Co, Lauriergracht, N°	droogstoppel
938	    TIENDE HOOFDSTUK   	droogstoppel
939	Hoewel ik, waar 't principes geldt, niemand ontzie, heb ik toch begrepen dat ik met Stern een anderen weg moet inslaan dan met Frits, en daar het te voorzien is	droogstoppel
940	dat myn naam--de firma is _	droogstoppel
941	Last & Co_	droogstoppel
942	, maar ik heet _Droogstoppel: Batavus Droogstoppel_--in aanraking komen zal met een boek waarin zaken voorkomen, die niet strooken met den eerbied dien elk fatsoenlyk man en makelaar zichzelf verschuldigd is, acht ik het myn	droogstoppel
943	plicht u meetedeelen, hoe ik getracht heb ook dien Stern terugtebrengen op den waren weg.	droogstoppel
944	Ik heb hem niet van den Heer gesproken--omdat hy Luthersch is--maar ik heb gewerkt op zyn gemoed en zyn eer.	droogstoppel
945	Ziehier hoe ik dit heb aangelegd, en merk daarby op, hoever men het brengt met menschkunde.	droogstoppel
946	Ik had hem hooren zeggen:	droogstoppel
947	_auf Ehrenwort_, en vroeg wat hy daarmee bedoelde?	droogstoppel
948	 --Wèl, zeide hy, dat ik myn eer verpand voor de waarheid van wat ik zeg.	droogstoppel
949	 --Dat is zeer veel, hernam ik.	droogstoppel
950	Ben je zoo overtuigd, altyd de waarheid te zeggen?	droogstoppel
951	 --Ja, verklaarde hy, de waarheid zeg ik altyd.	droogstoppel
952	Als de borst me gloeit ...  	droogstoppel
953	De lezer weet de rest.	droogstoppel
954	--Dat is waarlyk zeer schoon, zei ik, en ik hield me heel onnoozel alsof ik het geloofde.	droogstoppel
955	 Maar hierin lag juist de fynheid van den strik, dien ik hem spande met het doel om, zonder gevaar te loopen den ouden Stern in handen van Busselinck & Waterman te zien vallen, toch dat jonge kereltjen eens goed op zyn plaats te zetten, en hem te doen gevoelen hoe groot de afstand is tusschen iemand die pas begint--al doet dan ook zyn vader groote zaken--en een makelaar die twintig jaar de beurs bezocht heeft.	droogstoppel
956	Het was me namelyk bekend dat hy allerlei tuig van verzen uit het hoofd wist--hy zegt:	droogstoppel
957	"""uitwendig""--en daar verzen altyd leugens bevatten, was ik zeker dat ik hem zeer spoedig zou betrappen op onwaarheid."	droogstoppel
958	Dit duurde dan ook niet lang.	droogstoppel
959	Ik zat in de zykamer, en hy was in de _suite_ ... want we hebben een _suite_.	droogstoppel
960	Marie was aan 't breien, en hy zou haar wat vertellen.	droogstoppel
961	Ik luisterde aandachtig toe, en toen 't uit was, vroeg ik hem of hy 't boek bezat, waarin het ding stond, dat hy daar zoo-even had opgedeund.	droogstoppel
