sentences	label
--En zyn er _Medjiets_ in aanbouw in de afdeeling?	stern
ging Havelaar voort, alweer op een toon die, geheel in tegenspraak met de woorden zelf, scheen aanteduiden dat er verband bestond tusschen die _moskeÃ«n_ en de "groote familie" van den Regent.  	stern
Verbrugge antwoordde dat er werkelyk veel aan moskeÃ«n gearbeid werd.  	stern
, ja, dat wist ik wel!	stern
En zeg me nu eens, of er veel achterstand is in de betaling van de landrenten?  	stern
--Ja, dat kon wel beter zyn ...  	stern
--Juist, en vooral in het distrikt _	stern
Parang-Koedjang_, zei Havelaar, als vond hy 't makkelyker zelf te antwoorden.	stern
Hoe hoog is de aanslag van dit jaar? ging hy voort, en bemerkende dat Verbrugge eenigszins weifelde, als om zich op 't antwoord te bezinnen, voorkwam hem Havelaar, die in Ã©	stern
n adem aldus vervolgde:  	stern
, goed, ik weet het al	stern
... zes-en-tachtig duizend en eenige honderden ...	stern
duizend meer dan in 't vorige jaar ...	stern
doch maar zesduizend boven '45.	stern
We zyn sedert '43 maar achtduizend vooruit gegaan ... en ook de bevolking is zeer schraal ...	stern
nu ja, Malthus!	stern
In twaalf jaar zyn we maar elf procent gestegen, en dit is nog de vraag, want de tellingen waren vroeger zeer onnauwkeurig ... en nog!	stern
Van '50 op '51 is er zelfs een teruggang.	stern
Ook de veestapel gaat niet vooruit ...	stern
dat is een slecht teeken, Verbrugge![36] Wat drommel,	stern
zie dat paard eens springen, ik geloof dat het koldert ... kom eens kyken, Max!  	stern
Verbrugge bemerkte dat hy den nieuwen adsistent-resident weinig zou te leeren hebben, en dat er geen kwestie was van overwicht door "lokale ancienneteit" wat de goede jongen dan ook niet begeerd had.  	stern
't is natuurlyk, ging Havelaar voort, terwyl hy Max	stern
op den arm nam.	stern
In het _Tjikandische_ en _	stern
Bolangsche_ zyn ze er heel bly om ... en de opstandelingen in de _Lampongs_	stern
Ik beveel me zeer aan voor uw medewerking, m'nheer Verbrugge!	stern
De Regent is een man van jaren, en dus moeten we	stern
... zeg eens, is zyn schoonzoon nog altyd distriktshoofd?	stern
Alles saamgenomen houd ik hem voor een persoon die inschikkelykheid verdient ...	stern
de Regent, meen ik.	stern
Ik ben zeer bly dat hier alles zoo achterlyk en armoedig is, en ... hoop hier lang te blyven.  	stern
Hierop reikte hy aan Verbrugge de hand, en deze, met hem terugkeerende naar de tafel waar de resident, de _Adhipatti_ en mevrouw Havelaar gezeten waren, voelde reeds iets beter dan vyf minuten vroeger, dat "die Havelaar zoo gek niet was" als de kommandant meende.	stern
Verbrugge was volstrekt niet misdeeld van verstand, en hy die de afdeeling _Lebak_ kende, nagenoeg zoo goed als een zoo groote landstreek, waar niets gedrukt wordt, door Ã©	stern
n persoon gekend worden kÃ n, begon intezien dat er toch verband was tusschen de schynbaar niet samenhangende vragen van Havelaar, en tevens dat de nieuwe adsistent-resident, hoezeer hy nooit de afdeeling betreden had, iets wist van wat er omging.	stern
Wel begreep hy nog altyd die vreugde niet over de armoede in _Lebak_, maar hy drong zich op, die uitdrukking verkeerd verstaan te hebben.	stern
Later evenwel, toen Havelaar hem meermalen hetzelfde zeide, zag hy in hoeveel groots en edels er was in die vreugde.  	stern
Havelaar en Verbrugge namen plaats by de tafel, en onder 't gebruiken van thee over onbeduidende dingen sprekende, wachtte men	stern
tot Dongso den resident kwam berichten dat de versche paarden waren voorgespannen.	stern
Men pakte zich zoo goed mogelyk in den wagen, en reed heen.	stern
Door 't hotsen en stooten viel 't spreken moeielyk.	stern
Kleine Max werd rustig gehouden met _pisang_[38	stern
] en zyn moeder die hem op den schoot had, wilde volstrekt niet bekennen dat ze vermoeid was, als Havelaar aanbood haar van den zwaren jongen te ontlasten.	stern
In een oogenblik van gedwongen rust in een moddergat, vroeg Verbrugge den resident, of hy met den nieuwen adsistent-resident reeds gesproken had over mevrouw Slotering?  	stern
Havelaar. Heeft.	stern
--Welzeker, Verbrugge, waarom niet?	stern
Die dame kan by ons blyven.	stern
Ik zou niet gaarne ...  	stern
Het. Goed.	stern
sleepte de resident er met veel moeite by.  	stern
--Ik zou niet gaarne myn huis ontzeggen aan een dame in hÃ¡Ã¡r omstandigheden!	stern
Zoo-iets spreekt vanzelf ...	stern
niet waar, Tine?  	stern
Ook Tine meende dat het vanzelf sprak.  	stern
--U heeft twee huizen te _Rangkas-Betoeng_, zei Verbrugge.	stern
Er is ruimte in overvloed voor twee familien.  	stern
--Maar, al was dit zoo niet.  	stern
Het. Haar.  	stern
--Wel, resident, riep mevrouw Havelaar,	stern
er is geen twyfel aan!  	stern
Het. Is.  	stern
--Al waren ze met hun tienen, als ze 't maar voor lief nemen by ons.  	stern
En. Zy. Is.  	stern
het reizen in haar pozitie is onmogelyk, resident!  	stern
Een hevige schok van den wagen die ontmodderd werd, zette een uitroepingsteeken achter Tine's verklaring dat het reizen onmogelyk was voor mevrouw Slotering.	stern
Ieder had het gebruikelyke _hÃ¨_!	stern
geroepen, dat op zulk een stoot volgt, Max had in den schoot zyner moeder	stern
de _pisang_ weergevonden, die hy door den schok verloor, en reeds was men een heel eind nader aan de modderdiepte die straks komen zou, voor de resident besluiten kon zyn zinsnede te voleinden, door er bytevoegen:  	stern
--O, dit is volkomen hetzelfde, trachtte mevrouw Havelaar verstaanbaar te maken.	stern
De resident knikte, als vond hy het goed dat die zaak dus geregeld was, en daar het spreken	stern
zoo moeielyk viel, brak men 't gesprek af.  	stern
Die Mevrouw Slotering was de weduw van Havelaars voorganger die twee maanden geleden gestorven was.	stern
Verbrugge, daarop voorloopig belast met het ambt van adsistent-resident, zou 't recht gehad hebben, gedurende dien tyd de ruime woning te betrekken, die te _Rangkas-Betoeng_, zooals in elke afdeeling, van-landswege voor 't hoofd van het gewestelyk bestuur is opgericht.	stern
Hy had dit echter niet gedaan, gedeeltelyk misschien uit vrees dat hy te spoedig op-nieuw zou moeten verhuizen, gedeeltelyk om 't gebruik daarvan aan die dame met haar kinderen overtelaten.	stern
Er ware anders ruimte genoeg geweest, want behalve de vry groote adsistent-residentswoning zelf, stond daarneven op 'tzelfde "erf" nog een ander huis dat vroeger daartoe gediend had, en in-weerwil van den eenigszins bouwvalligen staat, nog altyd zeer geschikt was ter bewoning.  	stern
Mevrouw Slotering had den resident verzocht haar voorspraak te zyn by den opvolger van haar echtgenoot, om de vergunning dat oude huis te bewonen tot na haar verlossing, die zy over eenige maanden te-gemoet zag.	stern
Het was dit verzoek dat door Havelaar en zyn vrouw zoo	stern
gereedelyk was toegestaan, iets dat geheel in hun aard lag, want gastvry en hulpvaardig waren zy in de hoogste mate.  	stern
We hoorden den resident zeggen dat mevrouw Slotering een "inlandsche vrouw" was.	stern
Dit vereischt voor niet-indische lezers eenige opheldering, daar men al licht tot de onjuiste meening geraken zou hier met een eigenlyk-javaansche te doen te hebben.  	stern
De europesche maatschappy in Nederlandsch IndiÃ	stern
«n is vry scherp in twee deelen gesplitst:	stern
de eigenlyke Europeanen, en dezulken die--hoezeer wettelyk in geheel denzelfden rechtstoestand verkeerende--niet in Europa geboren zyn, en min of meer inlandsch bloed in de aderen hebben.	stern
Ter-eere der begrippen van menschelykheid in Indie, haast ik me hier bytevoegen dat, hoe scherp ook de lyn zy, die in 't maatschappelyk verkeer wordt getrokken tusschen de twee soorten van individuÃ«n, welke tegenover den inlander gelykelyk den naam van _Hollander_[39] dragen, deze afscheiding evenwel geenszins 't barbaarsch karakter vertoont, dat in Amerika by de standsplitsing wordt waargenomen.	stern
Ik ontken niet dat er nog altyd veel onrechtvaardigs en stuitends in deze verhouding blyft bestaan, en dat het woord _liplap_ my meermalen in de ooren klonk als een bewys hoe ver de niet-liplap, de blanke, dikwerf van ware beschaving verwyderd is.	stern
Het is waar dat de liplap niet dan by-uitzondering in gezelschappen wordt toegelaten, en dat hy gewoonlyk, als ik me hier van een zeer gemeenzame uitdrukking bedienen mag:	stern
"niet voor vol wordt aangezien" maar zelden zal men zulke uitsluiting of geringschatting hooren voorstellen en verdedigen als een _grondbeginsel_.	stern
Het staat natuurlyk ieder vry, zyn eigen omgeving en gezelschap te kiezen, en men mag het den eigenlyken Europeaan niet euvel duiden, wanneer hy den omgang met lieden van zyn landaard voortrekt boven 't verkeer met personen die--hun meer of minder zedelyke en verstandelyke waarde in 't midden gelaten--zyn indrukken en denkbeelden niet deelen, of--en dit is misschien by vermeend verschil van _beschaving_, zeer dikwyls de hoofdzaak--wier _vooroordeelen	stern
een andere richting hebben genomen_ dan de zyne.[40	stern
Een _liplap_--om den term te bezigen die voor beleefder wordt gehouden, zou ik moeten zeggen	stern
een "_dusgenaamd inlandsch kind_	stern
" maar ik vraag vergunning my te houden aan 't spraakgebruik dat uit allitteratie geboren schynt, zonder dat ik met die uitdrukking iets beleedigends bedoel, en wat beteekent het woord dan ook?--een	stern
liplap heeft veel goeds.	stern
Ook de Europeaan heeft veel goeds.	stern
Beiden hebben veel verkeerds, en ook hierin alzoo gelyken zy op elkaar.	stern
Maar 't goede en 't verkeerde dat aan beiden eigen is loopt te veel uit elkander, dan dat hun verkeering over 't algemeen tot wederzydsch genoegen kan strekken.	stern
Bovendien--en hieraan heeft de Regeering veel schuld--is de liplap dikwyls slecht onderwezen.	stern
De vraag is nu niet hoe de Europeaan wezen zou, als hy zoo van der jeugd af ware belemmerd geworden in zyn ontwikkeling, maar zeker is het dat de geringe wetenschappelyke ontwikkeling van den liplap _in 't algemeen_ zyn gelykstelling met den Europeaan in den weg staat, ook dÃ¡Ã¡r waar hy _als individu_ in beschaving, wetenschap of kunst, misschien den voorrang boven een bepaalden europeschen persoon verdienen zou.  	stern
Ook hieraan is weder niets nieuws.	stern
Het lag ook, byv.	stern
in de staatkunde van Willem den Veroveraar, om den minstbeduidenden Normandier te verheffen boven den beschaafdsten Sakser, en elke Normandier beriep zich gaarne op 't overwicht der Normandiers _in het algemeen_, om zyn persoon ook dÃ¡Ã¡r te doen gelden, waar hy de minste zou geweest zyn _zonder_ den invloed zyner stamgenooten als bovenliggende party.  	stern
Uit zoo-iets wordt natuurlyk in 't verkeer zekere gedwongenheid geboren.	stern
die niet zou weg te nemen zyn dan door wysgeerige onbekrompen inzichten en maatregelen van het bestuur.[41]  Dat de Europeaan, die in zulke verhouding aan den winnenden kant is, zich in dit kunstmatig overwicht zeer gemakkelyk schikt, spreekt vanzelf.	stern
Maar dikwyls is 't koddig, iemand die zyn beschaving en taal grootendeels opdeed in de rotterdamsche _Zandstraat_, den liplap te hooren uitlachen omdat deze een _glas water	stern
_ en 't _gouvernement_, mannelyk-, of _zon_ en _	stern
maan_ onzydig maakt.  	stern
Een liplap moge beschaafd, goed onderwezen zyn, of geleerd--er zyn er zoo!--zoodra de Europeaan, die zich ziek hield om achterteblyven van 't schip waarop hy borden waschte, en die zyn aanspraken op beleefdheid bazeert op "uwee" en "verexkuseer"	stern
aan het hoofd staat van de handelsonderneming die zoo "enorm" gewonnen heeft op de indigo in 1800 zooveel ...	stern
neen, lang vÃ³Ã³r hy	stern
de "_toko_" bezat, waarin hy hammen en jachtgeweren verkoopt--wanneer zoo'n Europeaan opmerkt dat de beschaafdste liplap moeite heeft de _h_ en de _g_, uit elkaar te houden, lacht hy over de domheid van den man die niet weet	stern
dat er onderscheid is tusschen een _gouden hek_ en een _houten gek_.  	stern
Maar om hierover niet te lachen, had hy moeten weten dat in het arabisch en maleisch de _cha_ en de _hha_ door Ã©	stern
n karakter worden uitgedrukt, dat _Hieronymus_	stern
Geronimo_ in _	stern
me_ overgaat, dat we van _huano_, _guano	stern
_ maken, dat een _want_ een _handschoen	stern
_ is, dat _kous_ van _hose_ afstamt, en dat we voor _Guild Heaume_ in 't hollandsch _Huillem_ of _Willem_ zeggen.	stern
Zooveel eruditie is te veel gevergd van iemand die zyn fortuin maakte "in" de indigo, en z'n beschaving haalde uit het welgelukken van dobbelary ... of erger!  	stern
En zulk een Europeaan kan toch niet omgaan met zulk een liplap!  	stern
Ik begryp hoe _Willem_ van _	stern
Guillaume_ komt, en moet erkennen dat ik, vooral in de Molukken, zeer dikwyls "liplappen" heb leeren kennen, die me deden verbaasd staan over den omvang hunner kennis, en die my op 't denkbeeld brachten dat wy Europeanen, hoeveel hulpmiddelen ons ook ten-dienste stonden, dikwyls--en niet vergelykender-wyze alleen--verre ten-achteren staan by de arme pariah's die van de wieg af hadden te stryden met kunstmatig-onbillyke terugzetting en 't zot vooroordeel tegen hun kleur.  	stern
Maar mevrouw Slotering was eens-voor-al gevrywaard voor fouten in 't hollandsch, omdat ze nooit anders dan maleisch sprak.	stern
We zullen haar later te zien krygen, als we met Havelaar, Tine en kleinen Max thee-drinken in de voorgalery der adsistent-residents-woning te _	stern
Rangkas-Betoeng_, waar ons reisgezelschap, na lang hotsen en stooten, eindelyk behouden aankwam.  	stern
De resident, die slechts was meegekomen om den nieuwen adsistent-resident in zyn ambt te bevestigen, gaf den wensch te kennen nog dienzelfden dag naar _	stern
_ terugtekeeren:  --Omdat.	stern
Havelaar betuigde insgelyks bereid te zyn tot allen spoed ...  	stern
en de afspraak werd gemaakt, dat men daartoe over een half uur in de groote voorgalery der woning van den Regent zou by-eenkomen.	stern
Verbrugge, hierop voorbereid, had reeds voor vele dagen aan de Distriktshoofden, den _Patteh_, den _Kliwon_, den _	stern
Djaksa_[42] den belasting-kollekteur, eenige _	stern
mantries_, en voorts aan alle inlandsche beambten die deze plechtigheid moesten bywonen, last gegeven zich op de hoofdplaats te verzamelen.  	stern
Adhipatti_ nam afscheid, en reed naar zyn huis.	stern
Mevrouw Havelaar bezag haar nieuwe woning, en was er zeer mee ingenomen, vooral omdat de tuin groot was, 'tgeen haar zoo goed voorkwam voor kleinen Max die veel in de lucht moest.	stern
De resident en Havelaar waren naar hun kamers gegaan om zich te verkleeden, want by de plechtigheid die er plaats hebben zou, scheen het officieel voorgescheven kostuum een vereischte te wezen.	stern
Rondom het huis stonden honderden menschen, die of te-paard den wagen van den resident hadden begeleid, of tot het gevolg der saamgeroepen Hoofden behoorden.	stern
De policie- en bureau-oppassers liepen bedryvig heen-en-weer.	stern
Kortom, alles toonde aan dat de eentonigheid op dat vergeten plekje gronds in den javaschen Westhoek, voor een oogenblik werd afgebroken door wat leven.  	stern
Weldra reed de fraaie wagen van den _	stern
't voorplein op.	stern
De resident en Havelaar, schitterend van goud en zilver, maar ietwat struikelend over hun degens, stapten er in, en begaven zich naar de woning van den Regent, waar ze met muziek van _gongs_ en _gamlangs_ ontvangen werden.[43] Ook Verbrugge, die zich van zyn bemodderd kostuum had ontdaan, was reeds daar aangekomen.	stern
De mindere Hoofden zaten in een grooten kring, naar oostersche wyze op matten op den grond, en aan 't eind van de lange galery stond een tafel, waaraan de resident, de _Adhipatti_, de adsistent-resident, de kontroleur en een zestal Hoofden plaats namen.	stern
Men diende thee met gebak rond, en de eenvoudige plechtigheid begon.  	stern
De resident stond op, en las het besluit van den Gouverneur-generaal voor, waarby Max Havelaar was aangesteld tot adsistent-resident van de afdeeling _Bantan-Kidoel_ of Zuid-Bantam, zooals _Lebak	stern
_ door de inlanders genoemd wordt.	stern
Hy nam daarna 't staatsblad waarin de eed stond die tot de aanvaarding van bedieningen in 't algemeen voorgeschreven is, en houdende:	stern
"_dat men om tot het ambt van ***** te worden benoemd of bevorderd, niemand iets beloofd of gegeven heeft, beloven of geven zal;	stern
dat men gehouw en getrouw zal zijn aan zijne Majesteit den Koning der Nederlanden; gehoorzaam aan zijner Majesteits vertegenwoordiger in de Indische gewesten;	stern
dat men stiptelijk zal opvolgen en doen opvolgen de wetten en bepalingen, die gegeven zijn of gegeven zullen worden, en dat men zich in alles zal gedragen gelijk	stern
een goed_ ...	stern
(hier: adsistent-resident)	stern
_betaamt_."  	stern
Hierop volgde natuurlyk het sakramenteele:	stern
God Almachtig_.	stern
Havelaar sprak de voorgelezen woorden na.	stern
Als in dezen eed begrepen, had eigenlyk moeten worden beschouwd de belofte:	stern
_de inlandsche bevolking, te zullen beschermen tegen uitzuiging, en onderdrukking_.	stern
Want, zwerende dat men de bestaande wetten en bepalingen zou handhaven, behoefde men slechts het oog te slaan op de talryke voorschriften dienaangaande, om intezien dat eigenlyk een byzondere eed hieromtrent niet te-pas kwam.	stern
Maar de wetgever schynt gemeend te hebben dat overvloed van goed niet schaden kan, althans men vordert van de adsistent-residenten een afzonderlyken eed, waarby die verplichting omtrent den geringen man nogeens uitdrukkelyk vermeld wordt.	stern
Havelaar moest dus andermaal "God Almachtig" tot getuige nemen by de belofte:	stern
dat hy de "_inlandsche bevolking, beschermen zou tegen onderdrukking, mishandeling en knevelarij_."  	stern
Voor een fynen opmerker zou 't de moeite waard zyn geweest, het onderscheid gadeteslaan tusschen houding en toon van den resident en van Havelaar by deze gelegenheid.	stern
Beiden hadden zy dusdanige plechtigheid meermalen bygewoond.	stern
Het onderscheid dat ik bedoel, lag dus niet in 't meer of min getroffen zyn door het nieuwe en ongewone, doch werd alleen veroorzaakt door 't uiteenloopende der karakters en begrippen van deze beide personen.	stern
De resident sprak wel iets sneller dan gewoonlyk, daar hy 't besluit en de eeden slechts behoefde vÃ³Ã³rtelezen, 'tgeen hem de moeite bespaarde naar zyn slotwoorden te zoeken, maar toch geschiedde van zyn kant alles, met een deftigheid en een ernst, die den oppervlakkigen beschouwer een zeer hoog denkbeeld moesten inboezemen van 't gewicht dat hy aan de zaak hechtte.	stern
Havelaar integendeel, toen hy met opgeheven vinger de eeden nasprak, had iets in gelaat, stem en houding, alsof hy zeggen wilde:	stern
"dat spreekt vanzelf, ook _zonder God Almachtig_, zou ik dat doen" en wie menschkunde bezat, zou meer vertrouwd hebben op zyn ongedwongenheid en schynbare onverschilligheid, dan op de ambtelyke deftigheid van den resident.  	stern
Is 't niet inderdaad bespottelyk, te meenen dat de man die geroepen is recht te spreken, de man aan wien	stern
het wel of wee van duizenden is in handen gegeven, zich zou gebonden achten door een paar uitgesproken klanken, wanneer hy niet, ook zonder die klanken, zich daartoe gedrongen voelt door zyn eigen hart?  	stern
Wy gelooven van Havelaar, dat hy de armen en onderdrukten, waar hy die mocht aantreffen, zou beschermd hebben, al had hy by "God Almachtig" het tegendeel beloofd.  	stern
Daarop volgde een toespraak van den resident tot de Hoofden, waarop hy hun den adsistent-resident als opperhoofd der Afdeeling voorstelde, hen uitnoodigde hem te gehoorzamen, hun verplichtingen stipt natekomen, en dergelyke gemeenplaatsen meer.	stern
De hoofden werden daarop Ã©Ã©n-voor-Ã©Ã©	stern
n by name aan Havelaar voorgesteld.	stern
Hy reikte ieder de hand, en de "installatie" was afgeloopen.  	stern
Men gebruikte ten-huize van den _	stern
't middagmaal, waartoe ook de kommandant Duclari genoodigd was.	stern
Terstond na afloop daarvan, stapte de resident die gaarne nog dien avend te _	stern
Serang_ wilde terug zyn:  	stern
Het. Zoo.	stern
weder in zyn reiswagen, en zoo keerde _	stern
weldra terug tot een stilte, als te verwachten is van een javasche binnenpost die door slechts weinig Europeanen bewoond werd en daarenboven niet aan den grooten weg gelegen was.  	stern
De kennismaking tusschen Duclari en Havelaar was spoedig op een gemakkelyken voet gebracht.	stern
De _Adhipatti_ gaf blyken van ingenomenheid met zyn nieuwen "ouder broeder" en Verbrugge verhaalde later dat ook de resident, dien hy op zyn terugreis naar Serang een eind wegs-uitgeleide had gedaan, zich zeer gunstig over de familie Havelaar, die op haar doortocht naar Lebak eenige dagen ten-zynen-huize vertoefde, had uitgelaten.	stern
Ook zeide hy dat Havelaar, by de Regeering goed aangeteekend staande, hoogstwaarschynIyk spoedig tot een hooger ambt bevorderd, of althans naar een meer "voordeelige" afdeeling verplaatst worden zou.  	stern
Max en "zyn Tine" waren eerst onlangs van een reis naar Europa teruggekeerd, en gevoelden zich vermoeid van wat ik eens zeer eigenaardig een koffertjes-leven heb hooren noemen.	stern
Zy achtten zich dus gelukkig, na veel omzwervens eindelyk weder eens een plek te bewonen waar zy zouden te-huis behooren.	stern
VÃ³Ã³r hun reis naar Europa, was Havelaar adsistent-resident van Amboina geweest, waar hy met veel moeielykheden had te stryden gehad, omdat de bevolking van dat eiland in een gistenden en oproerigen toestand verkeerde ten-gevolge van de vele verkeerde maatregelen die in den laatsten tyd genomen waren.  	stern
Niet zonder veerkracht had hy dezen geest van verzet weten te onderdrukken, doch uit verdriet over de weinige hulp die men hem hierin van-hoogerhand verleende, en uit ergernis over 't ellendig bestuur dat sedert eeuwen de heerlyke streken der Molukken ontvolkt en bederft ...  	stern
De belangstellende lezer trachte te lezen te krygen wat over dit onderwerp reeds in 1825 door den baron Van der Capellen geschreven werd, en kan de Publikatien van dezen menschenvriend vinden in het Indische Staatsblad van dat jaar.	stern
De toestand is er sedert dien tyd niet beter op geworden!  	stern
Hoe dit zy, Havelaar deed te Amboina wat hy mocht en kon, maar uit ergernis over gebrek aan medewerking van hen die in de eerste plaats geroepen waren zyn pogingen te steunen, was hy ziek geworden, en dit had hem bewogen naar Europa te vertrekken.[44	stern
] Strikt genomen had hy by wederplaatsing aanspraak gehad op beter keuze dan de arme geenszins	stern
welvarende afdeeling _Lebak_, daar zyn werkkring te Amboina van grooter gewicht was, en hy dÃ¡Ã¡r, zonder resident boven zich, geheel op zichzelf gestaan had.	stern
Bovendien was er, reeds voor hy naar Amboina vertrok, spraak van geweest hem tot resident te verheffen, en het bevreemdde dus sommigen dat hem thans het bestuur eener Afdeeling werd opgedragen, die aan kultuur-emolumenten zoo weinig opbracht, dewyl velen het belang	stern
eener bediening naar de daaraan verbonden inkomsten afmeten.	stern
Hyzelf echter beklaagde zich hierover volstrekt niet, want zyn eerzucht was geenszins van dien aard, dat hy bedelen zou om hoogeren	stern
rang of meer gewin.[45	stern
En dit laatste ware hem toch goed te-stade gekomen!	stern
Want op zyn reizen in Europa had hy het weinige uitgegeven, dat hy in vorige jaren had overgegaard.	stern
Zelfs had hy daar schulden achtergelaten, en hy was dus, in Ã©Ã©	stern
n woord, arm.	stern
Doch nooit had hy zyn ambt beschouwd als een geldwinning, en by zyn benoeming naar _Lebak	stern
_ nam hy zich met tevredenheid voor, het achterstallige door zuinigheid intehalen, in welk voornemen zyn vrouw die zoo eenvoudig was in smaak en behoeften, hem met groot genoegen ondersteunen zou.  	stern
Maar zuinigheid viel Havelaar moeielyk.	stern
Hy voor zichzelf kon zich tot het strikt-noodige bepalen.	stern
Ja, zonder de minste inspanning kon hy binnen de grens daarvan blyven, doch waar anderen hulp behoefden, was hem 't helpen, het geven, een ware hartstocht.	stern
Hyzelf zag dit zwak in, beredeneerde met al 't gezond verstand dat hem gegeven was, hoe _onrecht_ hy deed, iemand te ondersteunen, waar hyzelf meer aanspraak zou gehad hebben op zyn eigen hulp ...	stern
gevoelde dit onrecht nog levendiger, wanneer ook "zyn Tine" en Max, die hy beiden zoo lief had, te lyden hadden onder de gevolgen zyner	stern
hy verweet zich zyn goedhartigheid als zwakte, als ydelheid, als zucht om voor een verkleeden prins doortegaan ...	stern
hy beloofde zich beterschap, en toch ... telkens als deze of gene zich aan hem wist voortedoen als 't slachtoffer van tegenspoed, vergat hy alles om te helpen.	stern
En dit in-weerwil der bittere ondervinding van de gevolgen dezer door overdryving tot fout geworden deugd.	stern
Acht dagen vÃ³Ã³r de geboorte van zyn kleinen Max, bezat hy 't noodige niet om 't yzeren wiegje te koopen waarin zyn lieveling rusten zou, en weinig tyds te-voren nog had hy de weinige versierselen zyner vrouw opgeofferd, om iemand bytestaan, die gewis in beter omstandigheden verkeerde dan hyzelf.  	stern
Maar dit alles lag al weer ver achter hen toen zy waren aangekomen te _Lebak_!	stern
Met vroolyke kalmte hadden zy bezit genomen van het huis:	stern
"waar ze nu toch eenigen tyd hoopten te blyven."	stern
Met een eigenaardig genot hadden zy te Batavia de meubelen besteld, die alles zoo _	stern
comfortable_ en gezellig maken zouden.	stern
Zy toonden elkaar de plekken waar ze zouden ontbyten, waar kleine Max spelen zou, waar de bibliotheek zou staan, waar hy 's avends haar zou voorlezen wat hy dien dag geschreven had, want hy was altyd bezig met het ontwikkelen zyner denkbeelden op 't papier	stern
"eens zou dat gedrukt worden, meende Tine, en dan zou men zien	stern
wie haar Max was!	stern
Maar nooit had hy iets ter-perse laten leggen van wat er in zyn hoofd omging, omdat zekere schroom hem bezielde, die wel iets zweemde naar eerbaarheid.	stern
Hyzelf althans wist dezen schroom niet beter te beschryven, dan door aan wie hem aanspoorden tot publiciteit, te vragen:	stern
"zoudt _gy_	stern
uw dochter op-straat laten loopen zonder hemd?"  	stern
Dit was dan weer een van de vele _boutades_, die zyn omgeving deden zeggen dat "die Havelaar toch een zonderling mensch was, en ik beweer het tegendeel niet.	stern
Maar als men de moeite nam zyn ongewone wyze van spreken te vertalen, zou men in die vreemde vraag over het toilet van een meisje, wellicht den tekst gevonden hebben voor een verhandeling over de kuisheid van den geest, die schuw is voor de blikken van den lompen voorbyganger, en zich terugtrekt in een hulsel van maagdelyke schroomvalligheid.[46	stern
]  Ja, ze zouden gelukkig zyn te _	stern
Rangkas-Betoeng_, Havelaar en zyn	stern
De eenige zorg die hen drukte, waren de schulden die zy in Europa hadden achtergelaten, verhoogd met de nog onbetaalde kosten der terugreis naar Indie, en met de uitgaven voor 't meubelen hunner woning.	stern
Maar nood was er niet.	stern
Ze zouden immers leven van de helft, van een derde zyner inkomsten?	stern
Misschien ook, ja waarschynlyk, zou hy spoedig resident worden, en dan werd alles makkelyk geregeld in weinig tyds ...  	stern
--Hoewel 't my erg spyten zou, Tine, _Lebak_ te verlaten, want er is hier veel te doen.	stern
Je moet heel zuinig wezen, beste, dan kunnen wy misschien alles afdoen, ook zonder bevordering ...	stern
en dan hoop ik lang hier te blyven, heel lang!  	stern
Een aansporing tot zuinigheid nu, behoefte hy tot hÃ¡Ã¡r niet te richten.	stern
Zy_ had er waarlyk geen schuld aan, dat spaarzaamheid noodig was geworden, doch ze had zich zoo vereenzelvigd met haar Max, dat ze die aansporing geenszins opvatte als een verwyt, wat het dan ook niet was.	stern
Want Havelaar wist zeer goed dat _hy_ alleen gefaald had door zyn te ver gedreven vrygevigheid, en dat _haar_ fout--Ã ls er dan een fout bestond aan hare zyde--alleen hierin had gelegen, dat ze uit liefde voor Max altyd alles had goedgekeurd wat hy deed.  	stern
zy_ had het goed gevonden, toen hy die beide arme vrouwen uit de _Nieuwstraat_, die nooit Amsterdam hadden verlaten, en nooit waren "uitgeweest" rondleidde op de Haarlemmer kermis, onder 't koddig voorwendsel dat de Koning hem belast had met:	stern
"het amuzeeren van oude vrouwtjes die zich zoo goed gedragen hadden".	stern
Zy_ vond het goed dat hy de weeskinderen uit alle gestichten te Amsterdam op koek en amandelmelk onthaalde, en ze overlaadde met speelgoed.	stern
Zy_ begreep volkomen dat hy de logementsrekening van de familie arme zangers betaalde, die terug wilden naar hun land, maar niet gaarne de have achterlieten, waartoe de harp behoorde, en de viool, en de bas, die zy zoo noodig hadden voor hun schamel bedryf.	stern
Zy_ kon het niet afkeuren dat hy 't meisje tot haar bracht, dat 'savends op de straat hem had aangesproken ...	stern
dat hy haar te eten gaf en herbergde, en 't Ã l te goedkoop	stern
"ga heen, en zondig niet meer!" niet uitsprak, voor hy haar dat "niet zondigen" had mogelyk gemaakt.	stern
Zy_ vond het zeer schoon in haar Max, dat hy 't klavier liet terugbrengen in de voorkamer van den huisvader, dien hy had hooren zeggen	stern
hoe leed het hem deed dat de meisjes verstoken waren van muziek "na dat bankroet."	stern
Zy_ begreep zeer goed dat haar Max de slavenfamilie vrykocht te Menado, die zoo bitter bedroefd was te moeten stygen op de tafel des afslagers.	stern
Zy_ vond het natuurlyk dat Max paarden weergaf aan de Alfoeren in de _Minahassa_, wier paarden waren doodgereden door de officieren van de _Bayonnaise_.	stern
