	sentences	label	length	n_words	pos_tag	dependency	trigrams
1342	who are you ?	stern	13	4	['NOUN', 'X', 'X', 'PUNCT']	['ROOT', 'fixed', 'fixed', 'punct']	[['who', 'are', 'you'], ['are', 'you', '?']]
1343	""" It is true that he himself who spoke on such occasions as an apostle, as a seer, afterwards did not exactly know how he had spoken, and his eloquence was therefore more powerful to astonish and to touch, than to convince by solid argument."	stern	241	45	['PUNCT', 'X', 'AUX', 'ADJ', 'NOUN', 'DET', 'ADJ', 'NOUN', 'VERB', 'X', 'NOUN', 'X', 'X', 'ADP', 'ADJ', 'PUNCT', 'X', 'X', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'X', 'ADV', 'NOUN', 'VERB', 'PRON', 'AUX', 'VERB', 'PUNCT', 'X', 'X', 'X', 'AUX', 'X', 'NOUN', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'NOUN', 'NOUN', 'PUNCT']	['punct', 'nsubj', 'fixed', 'amod', 'fixed', 'fixed', 'fixed', 'fixed', 'advmod', 'amod', 'obj', 'parataxis', 'fixed', 'fixed', 'parataxis', 'punct', 'parataxis', 'fixed', 'fixed', 'punct', 'parataxis', 'det', 'fixed', 'fixed', 'parataxis', 'appos', 'compound:prt', 'aux', 'csubj', 'punct', 'nsubj', 'fixed', 'fixed', 'cop', 'nsubj', 'fixed', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'advmod', 'ROOT', 'punct']	"[['""', 'It', 'is'], ['It', 'is', 'true'], ['is', 'true', 'that'], ['true', 'that', 'he'], ['that', 'he', 'himself'], ['he', 'himself', 'who'], ['himself', 'who', 'spoke'], ['who', 'spoke', 'on'], ['spoke', 'on', 'such'], ['on', 'such', 'occasions'], ['such', 'occasions', 'as'], ['occasions', 'as', 'an'], ['as', 'an', 'apostle,'], ['an', 'apostle,', 'as'], ['apostle,', 'as', 'a'], ['as', 'a', 'seer,'], ['a', 'seer,', 'afterwards'], ['seer,', 'afterwards', 'did'], ['afterwards', 'did', 'not'], ['did', 'not', 'exactly'], ['not', 'exactly', 'know'], ['exactly', 'know', 'how'], ['know', 'how', 'he'], ['how', 'he', 'had'], ['he', 'had', 'spoken,'], ['had', 'spoken,', 'and'], ['spoken,', 'and', 'his'], ['and', 'his', 'eloquence'], ['his', 'eloquence', 'was'], ['eloquence', 'was', 'therefore'], ['was', 'therefore', 'more'], ['therefore', 'more', 'powerful'], ['more', 'powerful', 'to'], ['powerful', 'to', 'astonish'], ['to', 'astonish', 'and'], ['astonish', 'and', 'to'], ['and', 'to', 'touch,'], ['to', 'touch,', 'than'], ['touch,', 'than', 'to'], ['than', 'to', 'convince'], ['to', 'convince', 'by'], ['convince', 'by', 'solid'], ['by', 'solid', 'argument.']]"
1344	He would have excited the martial spirit of the Athenians to frenzy as soon as they had decided to go to war with Philip ; but he would not have succeeded so well, if it had been his task to incite them to this war through cogency of reasoning.	stern	244	49	['X', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'AUX', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'X', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'PUNCT', 'INTJ', 'X', 'AUX', 'NOUN', 'VERB', 'NOUN', 'X', 'X', 'NOUN', 'X', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	['case', 'nsubj', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nsubj', 'aux', 'ROOT', 'obl', 'fixed', 'fixed', 'fixed', 'ROOT', 'ROOT', 'punct', 'parataxis', 'fixed', 'parataxis', 'obj', 'fixed', 'parataxis', 'parataxis', 'ROOT', 'punct', 'appos', 'nsubj', 'aux', 'punct', 'nsubj', 'fixed', 'fixed', 'fixed', 'nsubj', 'obl', 'fixed', 'obl', 'ROOT', 'obl', 'cc', 'conj', 'punct']	[['He', 'would', 'have'], ['would', 'have', 'excited'], ['have', 'excited', 'the'], ['excited', 'the', 'martial'], ['the', 'martial', 'spirit'], ['martial', 'spirit', 'of'], ['spirit', 'of', 'the'], ['of', 'the', 'Athenians'], ['the', 'Athenians', 'to'], ['Athenians', 'to', 'frenzy'], ['to', 'frenzy', 'as'], ['frenzy', 'as', 'soon'], ['as', 'soon', 'as'], ['soon', 'as', 'they'], ['as', 'they', 'had'], ['they', 'had', 'decided'], ['had', 'decided', 'to'], ['decided', 'to', 'go'], ['to', 'go', 'to'], ['go', 'to', 'war'], ['to', 'war', 'with'], ['war', 'with', 'Philip'], ['with', 'Philip', ';'], ['Philip', ';', 'but'], [';', 'but', 'he'], ['but', 'he', 'would'], ['he', 'would', 'not'], ['would', 'not', 'have'], ['not', 'have', 'succeeded'], ['have', 'succeeded', 'so'], ['succeeded', 'so', 'well,'], ['so', 'well,', 'if'], ['well,', 'if', 'it'], ['if', 'it', 'had'], ['it', 'had', 'been'], ['had', 'been', 'his'], ['been', 'his', 'task'], ['his', 'task', 'to'], ['task', 'to', 'incite'], ['to', 'incite', 'them'], ['incite', 'them', 'to'], ['them', 'to', 'this'], ['to', 'this', 'war'], ['this', 'war', 'through'], ['war', 'through', 'cogency'], ['through', 'cogency', 'of'], ['cogency', 'of', 'reasoning.']]
1345	His harangue to the chiefs of Lebak was of course in Malay, a circumstance which added greatly to its effect,    because the simplicity of the Oriental tongues gives to many expressions a force which has been lost in the greater formality of the languages of the West ; whilst, on the other hand, it is difficult to render the sweetness of the Malay in any other language.	stern	372	70	['PROPN', 'ADJ', 'X', 'X', 'X', 'CCONJ', 'PROPN', 'AUX', 'CCONJ', 'ADJ', 'ADP', 'PROPN', 'PUNCT', 'X', 'X', 'VERB', 'NOUN', 'VERB', 'X', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'X', 'VERB', 'X', 'X', 'VERB', 'X', 'X', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'X', 'X', 'X', 'CCONJ', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	['xcomp', 'flat', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cop', 'cc', 'conj', 'case', 'nmod', 'punct', 'cc', 'conj', 'ROOT', 'ROOT', 'cc', 'nmod', 'fixed', 'nmod', 'punct', 'nmod', 'fixed', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'case', 'fixed', 'fixed', 'cc', 'fixed', 'ROOT', 'nsubj', 'ROOT', 'obj', 'case', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'parataxis', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'punct', 'nsubj', 'cop', 'det', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'case', 'fixed', 'nmod', 'nmod', 'punct']	[['His', 'harangue', 'to'], ['harangue', 'to', 'the'], ['to', 'the', 'chiefs'], ['the', 'chiefs', 'of'], ['chiefs', 'of', 'Lebak'], ['of', 'Lebak', 'was'], ['Lebak', 'was', 'of'], ['was', 'of', 'course'], ['of', 'course', 'in'], ['course', 'in', 'Malay,'], ['in', 'Malay,', 'a'], ['Malay,', 'a', 'circumstance'], ['a', 'circumstance', 'which'], ['circumstance', 'which', 'added'], ['which', 'added', 'greatly'], ['added', 'greatly', 'to'], ['greatly', 'to', 'its'], ['to', 'its', 'effect,'], ['its', 'effect,', ''], ['effect,', '', ''], ['', '', ''], ['', '', 'because'], ['', 'because', 'the'], ['because', 'the', 'simplicity'], ['the', 'simplicity', 'of'], ['simplicity', 'of', 'the'], ['of', 'the', 'Oriental'], ['the', 'Oriental', 'tongues'], ['Oriental', 'tongues', 'gives'], ['tongues', 'gives', 'to'], ['gives', 'to', 'many'], ['to', 'many', 'expressions'], ['many', 'expressions', 'a'], ['expressions', 'a', 'force'], ['a', 'force', 'which'], ['force', 'which', 'has'], ['which', 'has', 'been'], ['has', 'been', 'lost'], ['been', 'lost', 'in'], ['lost', 'in', 'the'], ['in', 'the', 'greater'], ['the', 'greater', 'formality'], ['greater', 'formality', 'of'], ['formality', 'of', 'the'], ['of', 'the', 'languages'], ['the', 'languages', 'of'], ['languages', 'of', 'the'], ['of', 'the', 'West'], ['the', 'West', ';'], ['West', ';', 'whilst,'], [';', 'whilst,', 'on'], ['whilst,', 'on', 'the'], ['on', 'the', 'other'], ['the', 'other', 'hand,'], ['other', 'hand,', 'it'], ['hand,', 'it', 'is'], ['it', 'is', 'difficult'], ['is', 'difficult', 'to'], ['difficult', 'to', 'render'], ['to', 'render', 'the'], ['render', 'the', 'sweetness'], ['the', 'sweetness', 'of'], ['sweetness', 'of', 'the'], ['of', 'the', 'Malay'], ['the', 'Malay', 'in'], ['Malay', 'in', 'any'], ['in', 'any', 'other'], ['any', 'other', 'language.']]
1346	We must, moreover, take into consideration, that the greater part of his listeners consisted of simple, but not at all stupid men, and at the same time Orientals, whose impressions differ considerably from our own.	stern	214	35	['PRON', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'NOUN', 'X', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'X', 'ADV', 'PUNCT']	['nsubj', 'ROOT', 'punct', 'conj', 'punct', 'amod', 'amod', 'conj', 'punct', 'conj', 'appos', 'fixed', 'fixed', 'cc', 'conj', 'punct', 'ROOT', 'cc', 'conj', 'punct', 'appos', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'amod', 'nmod', 'appos', 'fixed', 'fixed', 'ROOT', 'fixed', 'punct']	[['We', 'must,', 'moreover,'], ['must,', 'moreover,', 'take'], ['moreover,', 'take', 'into'], ['take', 'into', 'consideration,'], ['into', 'consideration,', 'that'], ['consideration,', 'that', 'the'], ['that', 'the', 'greater'], ['the', 'greater', 'part'], ['greater', 'part', 'of'], ['part', 'of', 'his'], ['of', 'his', 'listeners'], ['his', 'listeners', 'consisted'], ['listeners', 'consisted', 'of'], ['consisted', 'of', 'simple,'], ['of', 'simple,', 'but'], ['simple,', 'but', 'not'], ['but', 'not', 'at'], ['not', 'at', 'all'], ['at', 'all', 'stupid'], ['all', 'stupid', 'men,'], ['stupid', 'men,', 'and'], ['men,', 'and', 'at'], ['and', 'at', 'the'], ['at', 'the', 'same'], ['the', 'same', 'time'], ['same', 'time', 'Orientals,'], ['time', 'Orientals,', 'whose'], ['Orientals,', 'whose', 'impressions'], ['whose', 'impressions', 'differ'], ['impressions', 'differ', 'considerably'], ['differ', 'considerably', 'from'], ['considerably', 'from', 'our'], ['from', 'our', 'own.']]
1347	" Havelaar spoke almost as follows :— "" Mr. Radeen Adhipatti, Regent of Bantam-Kidool, and you Radeens Demang, that are chiefs of the districts of this province, and you lladeen Djaksa, administrator of justice, and you too, Radeen Kliwon, governor of the chief town, and you Radeens, Mantries, and all that are chiefs in the district of Bantam-Kidool - I salute you. """	stern	368	63	['SPACE', 'ADJ', 'VERB', 'NOUN', 'X', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'X', 'X', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'X', 'X', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'X', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'X', 'NOUN', 'CCONJ', 'PROPN', 'PUNCT', 'SYM', 'X', 'X', 'PUNCT', 'PUNCT']	['ROOT', 'amod', 'amod', 'nsubj', 'case', 'xcomp', 'punct', 'parataxis', 'punct', 'ROOT', 'flat', 'flat', 'punct', 'conj', 'cc', 'flat', 'punct', 'conj', 'fixed', 'flat', 'flat', 'punct', 'parataxis', 'amod', 'nmod', 'fixed', 'fixed', 'fixed', 'cc', 'amod', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'cc', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'punct', 'conj', 'flat', 'punct', 'conj', 'cc', 'fixed', 'fixed', 'conj', 'punct', 'flat', 'fixed', 'fixed', 'punct', 'conj', 'punct', 'conj', 'flat', 'flat', 'amod', 'flat', 'case', 'nmod', 'fixed', 'cc', 'conj', 'punct', 'nmod', 'fixed', 'fixed', 'flat', 'punct']	"[['', 'Havelaar', 'spoke'], ['Havelaar', 'spoke', 'almost'], ['spoke', 'almost', 'as'], ['almost', 'as', 'follows'], ['as', 'follows', ':—'], ['follows', ':—', '""'], [':—', '""', 'Mr.'], ['""', 'Mr.', 'Radeen'], ['Mr.', 'Radeen', 'Adhipatti,'], ['Radeen', 'Adhipatti,', 'Regent'], ['Adhipatti,', 'Regent', 'of'], ['Regent', 'of', 'Bantam-Kidool,'], ['of', 'Bantam-Kidool,', 'and'], ['Bantam-Kidool,', 'and', 'you'], ['and', 'you', 'Radeens'], ['you', 'Radeens', 'Demang,'], ['Radeens', 'Demang,', 'that'], ['Demang,', 'that', 'are'], ['that', 'are', 'chiefs'], ['are', 'chiefs', 'of'], ['chiefs', 'of', 'the'], ['of', 'the', 'districts'], ['the', 'districts', 'of'], ['districts', 'of', 'this'], ['of', 'this', 'province,'], ['this', 'province,', 'and'], ['province,', 'and', 'you'], ['and', 'you', 'lladeen'], ['you', 'lladeen', 'Djaksa,'], ['lladeen', 'Djaksa,', 'administrator'], ['Djaksa,', 'administrator', 'of'], ['administrator', 'of', 'justice,'], ['of', 'justice,', 'and'], ['justice,', 'and', 'you'], ['and', 'you', 'too,'], ['you', 'too,', 'Radeen'], ['too,', 'Radeen', 'Kliwon,'], ['Radeen', 'Kliwon,', 'governor'], ['Kliwon,', 'governor', 'of'], ['governor', 'of', 'the'], ['of', 'the', 'chief'], ['the', 'chief', 'town,'], ['chief', 'town,', 'and'], ['town,', 'and', 'you'], ['and', 'you', 'Radeens,'], ['you', 'Radeens,', 'Mantries,'], ['Radeens,', 'Mantries,', 'and'], ['Mantries,', 'and', 'all'], ['and', 'all', 'that'], ['all', 'that', 'are'], ['that', 'are', 'chiefs'], ['are', 'chiefs', 'in'], ['chiefs', 'in', 'the'], ['in', 'the', 'district'], ['the', 'district', 'of'], ['district', 'of', 'Bantam-Kidool'], ['of', 'Bantam-Kidool', '-'], ['Bantam-Kidool', '-', 'I'], ['-', 'I', 'salute'], ['I', 'salute', 'you.'], ['salute', 'you.', '""']]"
1348	And I tell you that I feel joy in my heart when I see you all assembled, and listening to the words of my mouth.	stern	112	25	['PROPN', 'PROPN', 'X', 'X', 'X', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'X', 'ADJ', 'VERB', 'SYM', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'NOUN', 'PUNCT']	['nsubj', 'flat', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'case', 'nmod', 'xcomp', 'ROOT', 'nsubj', 'fixed', 'fixed', 'fixed', 'xcomp', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['And', 'I', 'tell'], ['I', 'tell', 'you'], ['tell', 'you', 'that'], ['you', 'that', 'I'], ['that', 'I', 'feel'], ['I', 'feel', 'joy'], ['feel', 'joy', 'in'], ['joy', 'in', 'my'], ['in', 'my', 'heart'], ['my', 'heart', 'when'], ['heart', 'when', 'I'], ['when', 'I', 'see'], ['I', 'see', 'you'], ['see', 'you', 'all'], ['you', 'all', 'assembled,'], ['all', 'assembled,', 'and'], ['assembled,', 'and', 'listening'], ['and', 'listening', 'to'], ['listening', 'to', 'the'], ['to', 'the', 'words'], ['the', 'words', 'of'], ['words', 'of', 'my'], ['of', 'my', 'mouth.']]
1349	•• know that there are amongst you men who excel in knowlodge and goodness of heart: I hope to enlarge my knowledge by contact with yours; for it is not so great as I should wish ; and I certainly love probity, but I perceive that there are often in my soul faults that overshadow the probity, and hinder the growth; for you know    how the large tree pushes away and kills the little tree.	stern	390	78	['X', 'X', 'X', 'ADJ', 'ADJ', 'NOUN', 'X', 'PRON', 'ADJ', 'NOUN', 'ADP', 'X', 'X', 'X', 'CCONJ', 'ADJ', 'PUNCT', 'SYM', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'AUX', 'ADJ', 'X', 'NOUN', 'X', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'X', 'PROPN', 'X', 'X', 'NOUN', 'PUNCT', 'VERB', 'SYM', 'X', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'X', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'SPACE', 'X', 'X', 'X', 'ADJ', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'ADJ', 'PUNCT']	['ROOT', 'appos', 'ROOT', 'amod', 'amod', 'ROOT', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'nsubj', 'fixed', 'cop', 'nmod', 'fixed', 'nsubj', 'appos', 'flat', 'ROOT', 'advmod', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'ROOT', 'nmod', 'fixed', 'nmod', 'amod', 'amod', 'nmod', 'case', 'nmod', 'fixed', 'amod', 'nmod', 'nmod', 'nmod', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'punct', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nsubj', 'obj', 'fixed', 'fixed', 'fixed', 'fixed', 'ROOT', 'punct']	[['••', 'know', 'that'], ['know', 'that', 'there'], ['that', 'there', 'are'], ['there', 'are', 'amongst'], ['are', 'amongst', 'you'], ['amongst', 'you', 'men'], ['you', 'men', 'who'], ['men', 'who', 'excel'], ['who', 'excel', 'in'], ['excel', 'in', 'knowlodge'], ['in', 'knowlodge', 'and'], ['knowlodge', 'and', 'goodness'], ['and', 'goodness', 'of'], ['goodness', 'of', 'heart:'], ['of', 'heart:', 'I'], ['heart:', 'I', 'hope'], ['I', 'hope', 'to'], ['hope', 'to', 'enlarge'], ['to', 'enlarge', 'my'], ['enlarge', 'my', 'knowledge'], ['my', 'knowledge', 'by'], ['knowledge', 'by', 'contact'], ['by', 'contact', 'with'], ['contact', 'with', 'yours;'], ['with', 'yours;', 'for'], ['yours;', 'for', 'it'], ['for', 'it', 'is'], ['it', 'is', 'not'], ['is', 'not', 'so'], ['not', 'so', 'great'], ['so', 'great', 'as'], ['great', 'as', 'I'], ['as', 'I', 'should'], ['I', 'should', 'wish'], ['should', 'wish', ';'], ['wish', ';', 'and'], [';', 'and', 'I'], ['and', 'I', 'certainly'], ['I', 'certainly', 'love'], ['certainly', 'love', 'probity,'], ['love', 'probity,', 'but'], ['probity,', 'but', 'I'], ['but', 'I', 'perceive'], ['I', 'perceive', 'that'], ['perceive', 'that', 'there'], ['that', 'there', 'are'], ['there', 'are', 'often'], ['are', 'often', 'in'], ['often', 'in', 'my'], ['in', 'my', 'soul'], ['my', 'soul', 'faults'], ['soul', 'faults', 'that'], ['faults', 'that', 'overshadow'], ['that', 'overshadow', 'the'], ['overshadow', 'the', 'probity,'], ['the', 'probity,', 'and'], ['probity,', 'and', 'hinder'], ['and', 'hinder', 'the'], ['hinder', 'the', 'growth;'], ['the', 'growth;', 'for'], ['growth;', 'for', 'you'], ['for', 'you', 'know'], ['you', 'know', ''], ['know', '', ''], ['', '', ''], ['', '', 'how'], ['', 'how', 'the'], ['how', 'the', 'large'], ['the', 'large', 'tree'], ['large', 'tree', 'pushes'], ['tree', 'pushes', 'away'], ['pushes', 'away', 'and'], ['away', 'and', 'kills'], ['and', 'kills', 'the'], ['kills', 'the', 'little'], ['the', 'little', 'tree.']]
1350	Therefore I shall look to those amongst you who excel in virtue, to try to become better than I am.	stern	99	20	['PROPN', 'PROPN', 'PROPN', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'X', 'X', 'X', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['nsubj', 'flat', 'flat', 'ROOT', 'fixed', 'fixed', 'compound:prt', 'fixed', 'fixed', 'fixed', 'case', 'obl', 'punct', 'fixed', 'fixed', 'fixed', 'amod', 'parataxis', 'appos', 'flat', 'flat', 'punct']	[['Therefore', 'I', 'shall'], ['I', 'shall', 'look'], ['shall', 'look', 'to'], ['look', 'to', 'those'], ['to', 'those', 'amongst'], ['those', 'amongst', 'you'], ['amongst', 'you', 'who'], ['you', 'who', 'excel'], ['who', 'excel', 'in'], ['excel', 'in', 'virtue,'], ['in', 'virtue,', 'to'], ['virtue,', 'to', 'try'], ['to', 'try', 'to'], ['try', 'to', 'become'], ['to', 'become', 'better'], ['become', 'better', 'than'], ['better', 'than', 'I'], ['than', 'I', 'am.']]
1351	""" I heartily salute you all."	stern	28	6	['PUNCT', 'SYM', 'X', 'X', 'X', 'NOUN', 'PUNCT']	['punct', 'nsubj', 'flat', 'ROOT', 'fixed', 'compound:prt', 'punct']	"[['""', 'I', 'heartily'], ['I', 'heartily', 'salute'], ['heartily', 'salute', 'you'], ['salute', 'you', 'all.']]"
1352	""" When the Governor-General commanded me to come to you as Assistant Resident in this district, my heart rejoiced."	stern	114	19	['PUNCT', 'X', 'X', 'PROPN', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'ADJ', 'PUNCT']	['punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'flat', 'flat', 'case', 'amod', 'nmod', 'punct', 'fixed', 'fixed', 'fixed', 'punct']	"[['""', 'When', 'the'], ['When', 'the', 'Governor-General'], ['the', 'Governor-General', 'commanded'], ['Governor-General', 'commanded', 'me'], ['commanded', 'me', 'to'], ['me', 'to', 'come'], ['to', 'come', 'to'], ['come', 'to', 'you'], ['to', 'you', 'as'], ['you', 'as', 'Assistant'], ['as', 'Assistant', 'Resident'], ['Assistant', 'Resident', 'in'], ['Resident', 'in', 'this'], ['in', 'this', 'district,'], ['this', 'district,', 'my'], ['district,', 'my', 'heart'], ['my', 'heart', 'rejoiced.']]"
1353	You know that I had never set foot on Bantam-Kidool ; therefore I have obtained information about your district, and have seen that there is much good in Bantam-Kidool.	stern	168	29	['X', 'NOUN', 'X', 'SYM', 'AUX', 'X', 'NOUN', 'VERB', 'X', 'PROPN', 'PUNCT', 'NOUN', 'SYM', 'NOUN', 'VERB', 'NOUN', 'X', 'X', 'NOUN', 'PUNCT', 'X', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'AUX', 'ADV', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	['nmod', 'fixed', 'nsubj', 'appos', 'aux', 'advmod', 'nsubj', 'ROOT', 'compound:prt', 'fixed', 'punct', 'nsubj', 'appos', 'fixed', 'parataxis', 'obj', 'obj', 'det', 'ROOT', 'punct', 'conj', 'fixed', 'fixed', 'nmod', 'amod', 'cop', 'obl', 'nmod', 'case', 'nmod', 'punct']	[['You', 'know', 'that'], ['know', 'that', 'I'], ['that', 'I', 'had'], ['I', 'had', 'never'], ['had', 'never', 'set'], ['never', 'set', 'foot'], ['set', 'foot', 'on'], ['foot', 'on', 'Bantam-Kidool'], ['on', 'Bantam-Kidool', ';'], ['Bantam-Kidool', ';', 'therefore'], [';', 'therefore', 'I'], ['therefore', 'I', 'have'], ['I', 'have', 'obtained'], ['have', 'obtained', 'information'], ['obtained', 'information', 'about'], ['information', 'about', 'your'], ['about', 'your', 'district,'], ['your', 'district,', 'and'], ['district,', 'and', 'have'], ['and', 'have', 'seen'], ['have', 'seen', 'that'], ['seen', 'that', 'there'], ['that', 'there', 'is'], ['there', 'is', 'much'], ['is', 'much', 'good'], ['much', 'good', 'in'], ['good', 'in', 'Bantam-Kidool.']]
1354	Your people possess rice-fields in the valleys, and there are rice-fields on the mountains.	stern	91	14	['PROPN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'X', 'NOUN', 'PUNCT', 'X', 'X', 'ADJ', 'NOUN', 'X', 'X', 'X', 'PUNCT']	['ROOT', 'flat', 'ROOT', 'appos', 'fixed', 'fixed', 'fixed', 'punct', 'appos', 'amod', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['Your', 'people', 'possess'], ['people', 'possess', 'rice-fields'], ['possess', 'rice-fields', 'in'], ['rice-fields', 'in', 'the'], ['in', 'the', 'valleys,'], ['the', 'valleys,', 'and'], ['valleys,', 'and', 'there'], ['and', 'there', 'are'], ['there', 'are', 'rice-fields'], ['are', 'rice-fields', 'on'], ['rice-fields', 'on', 'the'], ['on', 'the', 'mountains.']]
1355	And you wish to live in peace, and you do not desire to live in those districts that are inhabited by other persons.	stern	116	23	['X', 'X', 'X', 'X', 'X', 'ADP', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'X', 'NOUN', 'X', 'NOUN', 'ADJ', 'PUNCT']	['nsubj', 'fixed', 'fixed', 'fixed', 'fixed', 'case', 'nmod', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'case', 'nmod', 'nmod', 'nsubj', 'nmod', 'obj', 'fixed', 'obj', 'ROOT', 'punct']	[['And', 'you', 'wish'], ['you', 'wish', 'to'], ['wish', 'to', 'live'], ['to', 'live', 'in'], ['live', 'in', 'peace,'], ['in', 'peace,', 'and'], ['peace,', 'and', 'you'], ['and', 'you', 'do'], ['you', 'do', 'not'], ['do', 'not', 'desire'], ['not', 'desire', 'to'], ['desire', 'to', 'live'], ['to', 'live', 'in'], ['live', 'in', 'those'], ['in', 'those', 'districts'], ['those', 'districts', 'that'], ['districts', 'that', 'are'], ['that', 'are', 'inhabited'], ['are', 'inhabited', 'by'], ['inhabited', 'by', 'other'], ['by', 'other', 'persons.']]
