	sentences	label
681	Twenty-nine long days had Havelaar to wait before the Governor-General communicated with him, ....	droogstoppel
682	But we are not yet so far.	droogstoppel
683	A short time after the vain endeavour to move Havelaar to withdraw his letters, or to betray the poor people who had confided in his magnanimity, Verbrugge entered Havelaar's house.	droogstoppel
684	The good man was deadly pale, and had some difficulty in speaking.	droogstoppel
685	""" I have been with the Regent,"" he said ; "" it is scandalous, . . ."	droogstoppel
686	"but do not betray me !"""	droogstoppel
687	"What must I not betray ? """	droogstoppel
688	""" Do you pledge me your word to make no use of what I shall tell you ?"""	droogstoppel
689	""" More halfness,"" said Havelaar ; "" but well !"	droogstoppel
690	"I pledge my word.""  "	droogstoppel
691	And then Verbrugge told Havelaar what the reader knows already,—that the Resident had asked the Regent, if the latter could say anything against the Assistant Resident, and had quite unexpectedly given him money.	droogstoppel
692	At the same time Verbrugge knew it from the Regent himself, who had asked him what reasons the Resident could have had for this.	droogstoppel
693	Havelaar was indignant, but he had pledged his word.	droogstoppel
694	"The next day Verbrugge returned and said that Duclari had told him how ignoble it was to leave Havelaar, who had to fight such opponents, so completely alone, where upon Verbrugge released him from his pledge. """	droogstoppel
695	"Very well,"" said Havelaar, "" write it down."	droogstoppel
696	Verbrugge wrote it down.	droogstoppel
697	This declaration is likewise before me.	droogstoppel
698	The reader will have long understood why I renounced so cheaply any pretensions to authenticity in the history of Saidjah.	droogstoppel
699	It was touching to observe how Verbrugge—timorous before he was awakened by the reproaches of Duclari— dared to trust Havelaar's pledged word, in a matter which so induced violation of it !	droogstoppel
700	And another thing.	droogstoppel
701	Years have passed since the events which I relate.	droogstoppel
702	Havelaar has suffered much during this time, he has seen the suffering of his household—the documents which lie before me bear witness of this, and it  seems that he has waited.	droogstoppel
703	"I give the following note from his hand :—"" I read in the newspapers that Mr. "" Slymering hag been made Knight of the Order of the "" Dutch Lion."	droogstoppel
704	He appears to be now Resident of Djocjo-carta.	droogstoppel
705	"I can therefore now speak of the affairs of Lebak "" without danger to Verbrugge."""	droogstoppel
706	  Chapter XX   	droogstoppel
707	It was evening.	droogstoppel
708	"Tine was reading in the inner gallery ; and Havelaar was drawing an embroidery pattern ; little Max was putting together a puzzle picture, and was getting angry because he could not find that red lady's body. """	droogstoppel
709	"Will it be right so, Tine ?"" asked Havelaar."	droogstoppel
710	""" See, I have made this palm a little larger ..."	droogstoppel
711	"it is exactly Hogarth's line of beauty."""	droogstoppel
712	""" Yes, Max !"	droogstoppel
713	"but these lace-holes are too near each other."""	droogstoppel
714	""" Are they ?"	droogstoppel
715	"And the others ? """	droogstoppel
716	""" Max ! do let me see your trousers, . . ."	droogstoppel
717	"have you that stripe ? """	droogstoppel
718	"I remember where you embroidered that, Tine !"""	droogstoppel
719	""" Not I—where then ?"""	droogstoppel
720	""" It was at the Hague, when Max was ill, and we were so frightened because the physician said that he had such an uncommonly shaped head, and that so much care was  required to prevent congestion of the brain . . ."	droogstoppel
721	"then you were busy with that stripe."""	droogstoppel
722	Tine went and kissed the little one.	droogstoppel
723	""" I have found her stomach, I have found her stomach '. "" cried the little boy gaily ; and the red lady was complete."	droogstoppel
724	"Whose bedtime is it ?"" asked the mother."	droogstoppel
725	"Mine ; but I have not yet supped,"" said little Max."	droogstoppel
726	""" You shall have some supper first of course."""	droogstoppel
727	And she rose up, and gave him his simple supper, which she seemed to have fetched out of a well-secured cupboard in her room ; for the noise of many locks had been heard.	droogstoppel
728	""" What are you giving him ? "" asked Havelaar."	droogstoppel
729	""" Oh, don't be uneasy !"	droogstoppel
730	It is biscuit out of the tin box from Batavia, and the sugar too has been kept under lock and key.	droogstoppel
731	""" Havelaar's thoughts turned again to the point where they had been interrupted. """	droogstoppel
732	"Do you know,"" he continued, "" that we have not yet paid that doctor's bill ? . . ."""	droogstoppel
733	""" Oh ! that is very hard ! """	droogstoppel
734	""" Dear Max, we live so economically here, we shall soon be able to pay all : moreover, you will certainly soon be appointed Resident, and then all will be arranged in a little time."""	droogstoppel
735	""" That is exactly the thing that makes me sad,"" said Havelaar."	droogstoppel
736	""" I should be so unwilling to leave Lebak. . . ."	droogstoppel
737	I will explain that to you.	droogstoppel
738	Don't you believe that we loved our Max more after his illness ?	droogstoppel
739	Now, it appears to me that I shall love poor Lebak still more, after it has recovered from the cancer from which it has suffered for so many years.	droogstoppel
740	The thought of promotion frightens me, and yet on the other side, when I think again that we have debts. . . .	droogstoppel
741	""" "" All will be right, Max !"	droogstoppel
742	even if you had to go from here, then you could help Lebak afterwards on being made Governor-General.	droogstoppel
743	""" Then came wild lines in Havelaar's pattern---there was anger in those flowers, . . ."	droogstoppel
744	those strips were sharp, angular, crossing each other. . . .	droogstoppel
745	"Tine understood that she had said something wrong. """	droogstoppel
746	""" she began kindly. """	droogstoppel
747	A curse on it ! . . .	droogstoppel
748	Will you have them starve so long?	droogstoppel
749	"Can you live on sand?"""	droogstoppel
750	"""Dear Max! ..."	droogstoppel
751	""" But he jumped up from his chair, and there was no more drawing that evening."	droogstoppel
752	"He went up and down in the inner gallery, and at last he spoke in a tone which would have sounded rough and hard to every stranger, but which was thought of quite differently by Tine. """	droogstoppel
753	A curse on this indifference, this shameful indifference !	droogstoppel
754	Here I have waited a month for justice, and meanwhile the poor people are suffering terribly.	droogstoppel
755	"The Regent seems  to calculate upon nobody daring to take it up against him —look...."""	droogstoppel
756	"He went into his office, and came hack with a letter in his hand, a letter which lies before me, reader ! """	droogstoppel
757	Look, in this letter, he dares to make me proposals about the kind of labour which he intends to have done by men whom he has summoned unlawfully .... is not that shamelessness going too far ?	droogstoppel
758	And do you know who these persons are ?	droogstoppel
759	They are women with little children, with sucklings ; women who are pregnant, who have been driven from Parang-Koodjang to the capital, to work for him---there are no more men !	droogstoppel
760	And they have nothing to eat, and they sleep on the road, and eat sand ....	droogstoppel
761	Can you eat sand ?	droogstoppel
762	"Must they eat sand till I am Governor-General ? """	droogstoppel
763	Curse it ! ....	droogstoppel
764	""" Tine knew very well with whom alone Max was angry, when he spoke thus to her whom he loved. """	droogstoppel
765	"And,"" continued Havelaar, "" that is all on my responsibility."	droogstoppel
766	If at this moment some of these poor creatures are wandering there outside, and seeing the light of our lamps, will say : ' There lives the wretch who ought to protect us ; there he sits quietly with wife and child, and draws embroidery patterns, while we lie here like dogs on the road, and starve with our children !'	droogstoppel
767	Yes, I hear it, I hear it ; that cry for vengeance upon my head ! . . . .	droogstoppel
768	here, Max, here !....	droogstoppel
769	And he kissed the child with a wildness which frightened it.	droogstoppel
770	""" My child, if they tell you that I am a wretch, who had no courage to do justice, that so many mothers have died hy my fault ; if they tell you that the neglect of your father stole away the bliss of your life ...."	droogstoppel
771	"Max, bear witness how I suffered !"""	droogstoppel
772	And he burst into tears, which Tine kissed away.	droogstoppel
773	Then she put little Max to bed—a mat of straw—and when she returned found Havelaar in conversation with Verbrugge and Duclari, who had just come in.	droogstoppel
774	The conversation was about the expected decision of the Government.	droogstoppel
775	""" I understand very well that the Resident is in a difficult position,"" said Duclari."	droogstoppel
776	""" He cannot advise the Government to accept your proposals, for then too much would be brought to light."	droogstoppel
777	I have been long in Bantam, and know much about it,—more than you, Mr. Havelaar !	droogstoppel
778	I was here as sub-lieutenant, and in that position one hears things that the native does not dare to tell the functionaries.	droogstoppel
779	But if now, after an open investigation, all this comes to light, the Governor-General will summon the Resident to account for it, and ask him how it is that he has not discovered in two years what was obvious to you immediately?	droogstoppel
780	He must, therefore, prevent that investigation.	droogstoppel
781	""" I have considered that,"" replied Havelaar, "" and put on my guard by his endeavours to move the Regent to  say something against me, which seems to show that he will try to remove the question, for instance, hy accusing me of...."	droogstoppel
782	I know not what; I have covered myself against that by sending copies of my letters direct to the Government.	droogstoppel
783	In one of these letters, I beg to be called to account, if perhaps it should be pretended that I had done something wrong.	droogstoppel
784	If, now, the resident of Bantam attacks me, no decision can be made, according to justice before I have been heard-that is allowed even to a criminal—and I have done nothing wrong. ...	droogstoppel
785	""" "" There is the post!"" said Verbrugge."	droogstoppel
786	Yes, it was the post !	droogstoppel
787	"-the post that brought the follow ing letter from the Governor- General of the Dutch Indies to Havelaar, late Assistant Resident of Lebak :— "" Official.—No."	droogstoppel
788	""" BUITENZORG, 23d March 1856  "	droogstoppel
789	""" The manner in which you have acted on the discovery "" or supposition of wrong-doing on the part of the chiefs "" in the district of Lebak, and your attitude towards your "" superior, the Resident of Bantam, have excited, in a high "" degree, my displeasure."	droogstoppel
790	"In your acts there is not only' - a want of the deliberate judgment, caution, and prudence - so indispensable to a functionary intrusted with power "" in the interior of Java (sic), but also notions of insubordination "" to your immediate superior."	droogstoppel
791	"Only a few days "" after your appointment to your present office, you made "" the head of the native Government of Lebak the subject  of irritating examinations, without first consulting (sic) the Resident."	droogstoppel
792	"In these examinations you found cause, without substantiating your accusations against that chief by facts (sic), much less by proofs, to make proposals which tended to subject a native functionary of the rank of the Regent of Lebak (a man of sixty years, but still a zealous servant, related to neighbouring influential "" Regents, and of whom favourable testimony has always "" been given) to a morally quite annihilating treatment. """	droogstoppel
793	"Moreover, you have, when the Resident did not feel "" inclined to give his consent to your proposals, refused to "" satisfy the just desire of your superior, that you should "" say openly what you knew of the actions of the native "" Government of Lebak."	droogstoppel
794	""" Such conduct merits all disapprobation, and sanctions "" belief in your incapacity to bear office in the interior "" Government of Java."	droogstoppel
795	"I am therefore obliged to dismiss "" you from your employment as Assistant Resident of "" Lebak. """	droogstoppel
796	"Yet, in consideration of the favourable reports received "" formerly of you, I have not found cause to deprive you "" of the prospect of again getting a situation in the "" Government of the interior."	droogstoppel
797	"I have therefore given "" you the temporary appointment of Assistant Resident "" of Ngawie."	droogstoppel
798	"On your behaviour in this office, it will "" entirely depend whether you remain a functionary in "" the service of the Government."""	droogstoppel
799	" And beneath that stood the name of the man on whose "" zeal, capacity, and good faith"" the King said that he could rely, when he signed his appointment as Governor-General of the Dutch Indies."	droogstoppel
800	""" We go from here, dear Tine,"" said Havelaar ; and he gave the letter to Verbrugge, who read the document with Duclari."	droogstoppel
801	Verbrugge had tears in his eyes, but did not speak.	droogstoppel
802	Duclari, a very polite and well-bred man, burst out with a wild curse.	droogstoppel
803	G---, I have seen rogues and thieves in the Government here, . . .	droogstoppel
804	""" they have gone from here with honours, "" and to you they write such a letter!"""	droogstoppel
805	""" It is nothing,"" said Havelaar ; "" the Governor-General "" is an honest man, ... he must be deceived ; though he "" could have guarded himself against that deceit, by first "" hearing me."	droogstoppel
806	"But I will go to him, and show him how "" matters stand here ... he will do justice, I am certain of it. """	droogstoppel
807	But if you go to Ngawie . .	droogstoppel
808	""" "" I know this for certain."	droogstoppel
809	"The Regent of Ngawie is related to "" the Regent of Bantam."	droogstoppel
810	"I should have to do the same at "" Ngawie that I have done here : that would be a useless journey. """	droogstoppel
811	"Moreover, it was impossible for me to serve the trial as "" if I had behaved ill ... ."	droogstoppel
812	"and, finally, I see that to put "" an end to all this deceit, I can no longer be a functionary."	droogstoppel
813	As functionary, there are too many persons between me and the Government who have an interest in denying the misery of the population.	droogstoppel
814	There are other reasons that prevent me from going to Ngawie.	droogstoppel
815	"There was no vacancy there ; there has been one made for me Look here ! """	droogstoppel
816	"And he showed in the Javanese newspaper, which had come by the same post, that indeed, in the same decree of the Government whereby he was appointed Assistant Resident of Ngawie, the Assistant Resident of that place was appointed to another district where there was a vacancy. """	droogstoppel
817	Do you know why I have to go to Ngawie, and not to the district where there was a vacancy ?	droogstoppel
818	""" I will tell you-the Resident of Madioen, to which Ngawie belongs, is the brother-in-law of the late Resident of Bantam."	droogstoppel
819	"I have said that such scandalous things went on here,---that the Regent had had such bad examples . . ."""	droogstoppel
820	""" Ah,"" cried Verbrugge and Duclari at the same time."	droogstoppel
821	"They understood why Havelaar was transferred to Ngawie in particular, to be tried if he would perhaps correct himself. """	droogstoppel
822	"And there is still another reason why I cannot go there,"" said he."	droogstoppel
823	"""The present Governor-General will soon resign,-I do not know his successor, nor what I may expect of him."	droogstoppel
824	In order to do something in time for  those poor people, I must speak to the present Governor before his departure, and if I went now to Ngawie, that would be impossible ....	droogstoppel
825	""" Dear Max ! """	droogstoppel
826	""" You have courage, have you not ? """	droogstoppel
827	"you know I have courage when I am with you."""	droogstoppel
828	"""Good!"""	droogstoppel
829	"He went and wrote the following, in his own opinion an example of eloquence :— "" RANKAS-BETONG, 29th March 1856."	droogstoppel
830	" "" To the Governor- General of the Dutch Indies."	droogstoppel
831	""" I have had the honour to receive the official letter of "" your Excellency of the 23d inst.,"	droogstoppel
832	No. 54.	droogstoppel
833	"In reply to "" that document, I feel constrained to beg your Excellency "" to grant me an honourable discharge from the service of "" the Government."	droogstoppel
834	(Signed)  	droogstoppel
835	""" Max Havelaar.""  "	droogstoppel
836	It needed not so long a time at Buitenzorg to grant the asked-for discharge, as was needed to decide how Havelaar's accusation could be turned away.	droogstoppel
837	For the latter a month was required, and the news of the discharge arrived in a few days at Lebak.	droogstoppel
838	" ""God be praised,"" said Tine, ""that you can be your own self at last."	droogstoppel
839	Havelaar received no instructions to surrender the Government to Verbrugge ; he therefore awaited his successor.	droogstoppel
840	The latter was a long time in coming, because he had to travel from a remote corner of Java.	droogstoppel
841	"After wait ing three weeks, the ex-officio Assistant Resident of Lebak, who had, however, still acted as such, wrote the following letter to the Controller Verbrugge :— ""No. 153. """	droogstoppel
842	Rankas-Betong, 15th April 1856.	droogstoppel
843	" "" To the Controller of Lebak."	droogstoppel
844	""" You know that I have received at my own request an "" honourable discharge from the service of the Government "" by decree of 4th inst.,"	droogstoppel
845	No. 4.	droogstoppel
846	"Perhaps I should have "" acted rightly, if, on the receipt of this decree, I had resigned "" my office of Assistant Resident immediately ; as "" it seems to be an anomaly to fulfil a function without "" being a functionary."	droogstoppel
847	"Yet I received no instructions to surrender my office, "" and partly from the idea of the obligation not to leave "" my post without being duly relieved, partly from causes "" of subordinate interest, I waited for the arrival of my "" successor, thinking that that functionary would arrive "" soon, at least this month."	droogstoppel
848	""" Now I hear from you that my successor may not be  "" expected so soon---you have, as I think, heard this "" news at Sevang,—and at the same time that the Resident "" was astonished that I, in the very peculiar position in "" which I am, have not yet asked to be allowed to transfer "" the Government to you."	droogstoppel
849	"Nothing could be more agreeable to me "" than this news, for I need not assure you, "" that I, who have declared myself unable to serve otherwise "" than I have done, who have been punished for this "" way of serving with censure, with a ruinous and discreditable "" transfer, with an order to betray the poor "" men who confided in my good faith, with the choice also "" between dishonour and starvation .... that I had to "" consider with pains and care, everything if it was in "" harmony with my duty, and that the most simple matter "" was difficult for me, placed as I was between my conscience "" and the principles of the Government, to which "" I owe fidelity as long as I am not freed from my functions."	droogstoppel
850	""" This difficulty showed itself principally in the "" reply which I had to give to plaintiffs."	droogstoppel
851	""" I had once promised to betray nobody to the rancour "" of his chiefs ;—once I had, imprudently enough, given "" my word for the justice of the Government."	droogstoppel
852	""" The poor population could not know that this promise "" and this bail had been denied, and that I, poor and impotent, "" stood alone with my desire for justice and humanity. """	droogstoppel
853	And people went on complaining.	droogstoppel
854	"It was painful,  "" after the receipt of the missive of 23d March, to sit there "" as a supposed refuge, as a powerless protector."	droogstoppel
855	""" It was heart-rending to hear the complaints of ill—treatment, "" extortion, poverty, hunger, whilst I myself "" had, with a wife and child, to meet hunger and poverty ! """	droogstoppel
856	Neither could I betray the Government.	droogstoppel
857	"I might not "" say to these poor people : ' Go and suffer, for it is the "" will of the Government that you should suffer extortion.'"	droogstoppel
858	""" I might not avow my impotence, one as it was with the "" shame and unconscionableness of the Governor-General's "" counsellors."	droogstoppel
859	""" Here is what I replied : "" ' I cannot help you immediately, but I will go to "" Batavia ; I will speak to the Governor about your "" misery."	droogstoppel
860	He is just, and he will assist you.	droogstoppel
861	"Go now "" quietly to your home ; do not oppose, do not remove— "" wait patiently : I think, ...."	droogstoppel
862	"I hope that justice will "" be done!'"	droogstoppel
863	""" So I thought, ashamed as I was of the violation of my "" promise of help, to bring my ideas in harmony with my "" duty to the Government, which pays me still this month, "" and I would have continued thus till the arrival of my "" successor, if a particular occurrence had not obliged me "" to-day to put an end to this equivocal position."	droogstoppel
864	"Seven "" persons had complained."	droogstoppel
865	I gave them the above-mentioned reply.	droogstoppel
866	""" They returned to their homes."	droogstoppel
867	"The district chief met them on the way. """	droogstoppel
868	"He must have forbidden them to leave their village again, and taken "" away (as I am told) their clothes, to oblige them to remain at home."	droogstoppel
869	""" One of them escaped, came to me again and declared ' that he did not "" dare to return to his village. '"	droogstoppel
870	"""What I ought to reply to this man, I did not know."	droogstoppel
871	I could not protect him ; --I might not avow my impotence ; I would not prosecute the accused chief, because this would have appeared as if the matter had been picked by me, pour le besoin de ma	droogstoppel
872	cause I did not know what to do.....	droogstoppel
873	I charge you, until further instructions from the Resident of Bantam, with the Government of the district of Lebak, from to-morrow morning.	droogstoppel
874	"-The Assistant Resident of Lebak, (Signed) ""MAX HAVELAAR."""	droogstoppel
875	Then Havelaar departed with wife and child from Rankas-Betong.	droogstoppel
876	He refused all escort.	droogstoppel
877	Duclari and Verbrugge were deeply touched at the leave-taking.	droogstoppel
878	Max was likewise moved ; above all, when he found at the first stage a great number of persons who had gone secretly from Rankas-Betong to bid him a last farewell.	droogstoppel
879	At Serang,the family was received into the house of Mr. Slymering, with the ordinary Indian hospitality.	droogstoppel
880	In the evening many visitors came to the Resident.	droogstoppel
881	They said they had come to say farewell to Havelaar, and Havelaar received many an eloquent shake of the hand ...   	droogstoppel
882	But he had to go to Batavia to speak to the Governor-General.	droogstoppel
883	When they arrived there, he sought for an audience.	droogstoppel
884	This was refused him, because his Excellency had a pain in his foot.	droogstoppel
885	Havelaar waited till the foot was cured.	droogstoppel
886	Then he again sought an audience.	droogstoppel
887	"His Excellency "" had so much to do that he had been obliged to refuse an audience even to the Director-General of Finance, and could not see Havelaar."""	droogstoppel
888	Havelaar waited till his Excellency should have struggled through all this ; meanwhile he felt something like jealousy for the persons who had to help his Excellency in his labour, for he liked to work quickly and hard, and generally so much business disappeared under his hand.	droogstoppel
889	This was, however, out of the question.	droogstoppel
890	Havelaar's labour was heavier than labour. ...	droogstoppel
891	At last he again sought an audience.	droogstoppel
892	He received an answer that his Excellency could not see him, as he had too much to do, being on the point of departure.	droogstoppel
893	"Max sought the favour of his Excellency to be heard for half-an-hour as soon as there should be some space between two "" businesses."""	droogstoppel
894	At last he heard that his Excellency would depart the next day !	droogstoppel
895	That was a thunderbolt for him.	droogstoppel
896	Still he believed with spasmodic energy that the resigning Governor was an honest man, and had been deceived.	droogstoppel
897	A quarter of an hour would have sufficed to prove the justice of his cause, and it appeared that this quarter of an hour would not be granted him.	droogstoppel
898	I find among Havelaar's papers the copy of a letter which he seems to have written to the retiring Governor-General, on the last evening before his departure to the mother country.	droogstoppel
899	"In the corner I find the words written in pencil "" not exact"" which gives me to understand that some phrases were changed in copying."	droogstoppel
900	I make this observation in order that no doubt may arise regarding the authenticity of the other official documents which I have communicated, and which have all been signed by another hand for exact copy ; I mention this, because of the want of literal conformity with this document.	droogstoppel
901	Perhaps he to whom this letter was addressed may feel inclined to make public the exact text ; then one may see how far Havelaar deviated from this copy.	droogstoppel
902	" "" Batavia, 23d May 1856."	droogstoppel
903	" "" Your Excellency,—My official request, by missive "" of 28th February, to be heard on the affairs of Lebak, "" has remained unanswered."	droogstoppel
904	""" Neither has your Excellency thought fit to grant my "" repeated request for an audience."	droogstoppel
905	""" A functionary, who was ' favourably known to the "" Government ' (I quote your Excellency's own words),  "" —one who has served his country in these regions for "" seventeen years,—one who not only never neglected his "" duty, but who conceived what was good with unexampled "" self-sacrifice, and who chose to sacrifice all for honour "" and duty,—such a one your Excellency has placed beneath the "" criminal, for the criminal is at least heard."	droogstoppel
906	""" That they have deceived your Excellency with regard "" to me, I understand,—but that your Excellency did not "" catch the opportunity to escape from this deceit, I do "" not understand."	droogstoppel
907	"To-morrow your Excellency goes from "" here, and I may not let you depart without having said "" once more that I did my duty,—only my duty,—with "" judgment, with calmness, with humanity, with moderation, and with courage."	droogstoppel
908	"The grounds on which is based the censure contained "" in your Excellency's missive of 23d March are entirely "" invented and false."	droogstoppel
909	"I can prove this, and it would have "" been proved already, if your Excellency had granted me "" half-an-hour's interview, if your Excellency could have "" found half-an-hour to do justice."	droogstoppel
910	"This you could not ; and an honest family has been "" ruined."	droogstoppel
911	""" Yet I do not complain of this. """	droogstoppel
912	"But your Excellency has sanctified the system of "" ABUSE of power, of plunder and murder, by which "" the poor Javanese suffer, and I complain of that."	droogstoppel
913	""" That is what I complain of !  "	droogstoppel
914	""" Your Excellency, blood cleaves to the money saved "" out of the Indian salary thus earned !"	droogstoppel
915	"Once more I beg "" for a moment's interview, be it this night, be it early tomorrow ! """	droogstoppel
916	"And again I do not ask this for myself, but "" for the cause which I defend, the cause of justice and "" humanity, which is, at the same time, the cause of good "" policy. """	droogstoppel
917	"If your Excellency can reconcile it with your conscience, "" to depart from here without hearing me, mine "" will be quiet in the persuasion that I have endeavoured "" all that I could to prevent the sad bloody events, which "" will soon be the consequence of the self-willed ignorance "" in which the Government is left as regards the population (Signed) Havelaar waited that evening."	droogstoppel
918	He waited the whole night.	droogstoppel
919	He had hoped that perhaps anger at the tone of his letter would bring about what he had tried in vain to obtain by moderation and patience.	droogstoppel
920	His hope was vain.	droogstoppel
921	The Governor-General departed without having heard Havelaar ....	droogstoppel
922	Another Excellency had retired to the mother country to rest !	droogstoppel
923	bustle on the principal highway which leads from the district Pandaglang to Lebak.	stern
924	""" Principal highway"" is, perhaps, too good a name for a wide footpath, which people called out of politeness, and from want of a better term, "" the way ; "" but if you started with a carriage and four from Serang, the capital of Bantam, with the intention of going to Rankas-Betong, the new capital of the Lebak district, you would be sure to reach your destination some time or other."	stern
925	So it was a road.	stern
926	It is true you often stuck in the mud, which in the Bantam lowlands is so heavy, clayey, and sticky, that travellers are often obliged to ask the assistance of the inhabitants of the villages in the neighbourhood—even of those who are not in the neighbourhood, for villages are not numerous in these regions ;—but if you did succeed at last in getting the assistance of a score of husbandmen, it did not take long  to get horses and carriage again on firm ground.	stern
927	"The coachman smacked his whip, the running boys—in Europe you would call them, I think, "" palfreniers,""— but no, you have nothing in Europe which can give you an idea of these running boys.—These incomparable running boys, with their short thin switches, tearing alongside of the four horses, making indescribable noises, and beating the horses under the belly to encourage them, till—the vexatious moment arrived when the carriage once more sank in the mud."	stern
928	Then the cry for help was renewed ; you waited till assistance was proffered, and then slowly resumed the journey.	stern
929	Often when I passed that way, I expected to meet a carnage with travellers of the last century, who had stuck in the mud, and been forgotten.	stern
930	But this never happened to me.	stern
931	Therefore I suppose, that every one who went that way, arrived at last at his destination.	stern
932	You would be mistaken, if you thought that all the roads in Java were in the same bad state.	stern
933	The military road with many branches, which Marshal Daendels x constructed with great sacrifice of men, is indeed a masterpiece, and you are struck with wonder at the energy of the man, who, notwithstanding many obstacles, 1 Herman Willein Daendels was born at Hattcm (province of Gelderland), October 21, 1702.	stern
934	His father was Burgomaster of Hattem.	stern
935	In 1787 be went to France, and in 1793 he took part in the expedition into Flanders under General Dumouriez.	stern
936	Afterwards he entered the service of the Dutch Republic, and in 1799 distinguished himself in the campaign against the Anglo-Russian army in North Holland.	stern
937	He tendered his resignation in 1801.	stern
938	In 1808 he was appointed Governor-   raised up by envious opponents at home, dared the displeasure of the population, the discontent of the chiefs, and succeeded in performing a task, that even now excites and merits the admiration of every visitor.	stern
939	No post-horses in Europe, not even in England, Russia, or Hungary can be compared with those of Java.	stern
940	Over high mountain ridges, along the brow of precipices that make you shudder, the heavy-laden travelling carriage flies on at full speed.	stern
941	The coachman sits on the box as if nailed to it, hours, yes, whole days successively, and swings the heavy lash with an iron hand.	stern
942	"He can calculate exactly where and how much he must restrain the galloping horses, in order that, after descending at full speed from a mountain declivity, he may on reaching that corner * * * ""O God"" (cries the inexperienced traveller), ""we are going down a precipice, there 's no road, there 's an abyss!"""	stern
943	* * Yes, so it seems.	stern
944	The road bends, and just at the time when one more bound of the galloping animals would throw the leaders off the path, the horses turn, and sling the carriage round the corner.	stern
945	At full gallop they run General of the Dutch possessions in the East Indies.	stern
946	He was apppointed Marechal de l'Empire in 1807.	stern
947	From 1808-1811 he governed those colonies.	stern
948	In 1811 he was recalled by Napoleon I., who had in corporated Holland.	stern
949	He took part in the campaign of 1812 in Russia.	stern
950	In 1815 he was appointed Governor of the Dutch possessions on the coast of New Guinea, where he abolished the slave-trade, and died in 1818.	stern
951	  up the mountain height, which a moment before was unseen and the precipice is behind you.	stern
952	Sometimes the carriage is only supported at the bend by the wheels on the inside of the curve: centrifugal force has raised the outside ones off the ground.	stern
953	It needs a great deal of coolness, not to shut one's eyes, and whoever travels for the first time in Java, generally writes to his family in Europe, that he has been in danger of his life ; but he whose home is in Java laughs at that.	stern
954	Reader, it is not my intention, particularly at the commencement of this history, to waste time in describing places, scenery, or buildings.—I am too much afraid of disheartening you, by what would resemble prolixity ; and therefore, until I feel that I have won your attention, till I observe in your glances and in your countenance that the destiny of the heroine, who jumps somewhere from a fourth storey, interests you, I shall not make her hover in the air, with a bold contempt for all the laws of gravita tion, so long as is necessary for the accurate description of the beauty of the landscape, or the building, that seems to be put in somewhere to give occasion for a voluminous essay on mediaeval architecture.	stern
955	All those castles resemble each other.	stern
956	They are invariably of heterogeneous architecture ; the main building always dates from some earlier reign than the wings which are added to it afterwards under the reign of such and such a king.	stern
957	The towers are in a dilapidated state.	stern
958	* Reader, there are no   towers.	stern
959	A tower is an idea, a dream.	stern
960	"There are "" half towers,"" and turrets."	stern
961	The fanaticism which wanted to put towers to the edifices that were erected in honour of this or that saint, did not last long enough to finish them ; and the spire, designed to point out heaven to believers, is generally supported by two or three low battlements on the huge base, which makes you think of the man without thighs at the fair.	stern
962	The towers of village churches only, with their spires, are finished.	stern
963	It is not very flattering to Western civilisation, that the enthusiasm for an extensive work has very seldom prevailed long enough to see that work finished.	stern
964	I do not now speak of undertakings whose completion was necessary to defray the expenses: whoever wants to know exactly what I mean, must go and see the Cathedral at Cologne.	stern
965	Let him think of the grand conception of that building in the soul of the architect ;—of the faith in the hearts of the people, which furnished him with the means to commence and continue that labour ;— of the influence of the ideas, which required such a colossus to serve as a visible representation of unseen religious feeling — and let him compare that enthusiasm with the train of ideas, that some centuries afterwards stopped the labour.	stern
966	There is a profound chasm between Erwin von Steinbach and our architects !	stern
967	I know, that for many years they have been occupied in filling up that chasm ; at Cologne too they are again working at the Cathedral.	stern
968	But will they be able to join the broken wire ; will they be able to find again in our days, what constituted the power of prelate and builder ?	stern
969	—I do not think so.	stern
970	Money may be contributed, stone and lime may be bought, a draughtsman may be paid to draw a plan, and a mason to fix the stones but the lost and still venerable faith, that saw in an edifice a poem—a poem of granite, that spoke very loudly to the people—a poem in marble, that stood there as an immovable continual eternal prayer, cannot be purchased with money.	stern
971	* * There was one morning an unusual bustle on the frontiers between Lebak and Pandaglang.	stern
972	Hundreds of saddled horses were on the way, and a thousand men at least, a large number for that place, ran to and fro in active expectancy.	stern
973	There were the chiefs of the villages, and the district chiefs of Lebak, all with their followers; and judging from the beautiful Arab steed, that stood there in his rich caparison, a chief of great importance must be there also.	stern
974	Such was the case.	stern
975	The Regent of Lebak, Radeen Adhipatti, Karta Natta Negara, had left Rankas-Betong with a numerous retinue, and notwithstanding his great age had travelled the twelve or thirteen miles that separated his residence from Pandaglang.	stern
976	"A new Assistant Resident was comiDg ; and custom, which has ""Radeen Adhipatti"" is his title, and ""Karta Natta Negara"" his name."	stern
977	  the force of law in the Indies more than anywhere else, will have it that the officer who is intrusted with the rule of a district must be festively received on his arrival.	stern
978	The Controller, too, was present.	stern
979	He was a man of middle age, and after the death of the last Assistant Resident, being the next in rank, had carried on the government for some mouths.	stern
